Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
1.43,2.3812,151.23,7.2813,0.1809,0.076566,0.15339,0.080974,0.16762,0.41424,0.44725,0.11127,0.81156,2.443758267790397
1.4339,2.3796,151.26,7.2736,0.1809,0.07656,0.15325,0.080954,0.16763,0.41412,0.44757,0.11127,0.81181,2.4440629945774974
1.3023,2.3692,151.24,7.4386,0.1808,0.076597,0.15682,0.081339,0.16764,0.41607,0.45916,0.11162,0.79679,2.446834176907178
1.43,2.3812,151.98,7.2813,0.1809,0.076549,0.15337,0.081009,0.16762,0.41465,0.45331,0.11122,0.81005,2.448675332993893
1.3884,2.4099,150.72,7.357,0.18082,0.076631,0.15493,0.081226,0.16754,0.41591,0.45205,0.11125,0.80865,2.44901186318138
1.4621,2.3809,151.62,7.2449,0.18092,0.076553,0.15259,0.080895,0.16762,0.4139,0.45169,0.11117,0.814,2.449345163116427
1.4271,2.4109,151.23,7.3216,0.18083,0.07663,0.15401,0.081143,0.16753,0.41558,0.45133,0.11111,0.81227,2.4504340914842895
1.5041,2.4551,151.19,7.3649,0.18064,0.076844,0.15356,0.081232,0.16731,0.4165,0.44269,0.11055,0.82264,2.451966891759923
1.5007,2.4542,150.51,7.3692,0.18063,0.076861,0.15366,0.081207,0.16731,0.41614,0.44345,0.1106,0.82383,2.4536887772858695
1.4167,2.3916,151.23,7.4291,0.18063,0.076802,0.15495,0.0812,0.16746,0.41532,0.45675,0.11104,0.81303,2.4571837504975473
