Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
120.68,0.65011,114.41,19.927,0.1751,0.12806,0.11903,0.12599,2.724,0.12345,0.11074,0.26125,0.063862,3.8314858575205903
137.93,0.55009,128.41,19.984,0.17371,0.12461,0.12178,0.12022,2.8674,0.12137,0.11028,0.26073,0.060052,3.9601565340406144
138.56,0.5378,129.02,19.998,0.17329,0.12426,0.12218,0.12015,2.9203,0.1212,0.11033,0.26085,0.060094,4.012674525594439
143.77,0.70142,110.37,19.985,0.1764,0.12932,0.11769,0.12695,2.9554,0.12439,0.11086,0.26085,0.064997,4.066820796651199
130.37,0.71004,108.3,19.993,0.17635,0.12973,0.11754,0.12834,2.9596,0.12481,0.11097,0.26105,0.065864,4.074215566375293
113.2,0.68424,106.95,19.987,0.17499,0.12953,0.11806,0.1295,3.0502,0.1247,0.11114,0.26169,0.066603,4.166409314908252
129.55,0.69234,112.55,19.331,0.17603,0.12809,0.11862,0.1252,3.1103,0.12348,0.11045,0.26035,0.063489,4.216039748202144
128.79,0.74813,105.72,19.951,0.17728,0.13033,0.11694,0.12954,3.1139,0.12552,0.11093,0.26077,0.066666,4.231901199186769
201.14,0.55086,133.32,19.897,0.17596,0.12431,0.1213,0.11709,3.1783,0.12029,0.10993,0.25944,0.057685,4.264341994930355
110.07,0.70854,103.82,19.901,0.17521,0.12999,0.11763,0.13092,3.2158,0.12527,0.11119,0.26167,0.067588,4.33530355531239
