Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
559.49,0.67467,147.87,8.3979,0.16049,0.11817,0.12645,0.05792,0.13836,0.12711,0.23878,0.069231,0.35349,1.3900053232721201
572.42,0.66222,147.89,8.3657,0.16039,0.11836,0.12653,0.057955,0.13821,0.12619,0.2382,0.069334,0.3589,1.3940670988028872
572.98,0.66484,145.57,8.4352,0.16015,0.11855,0.12637,0.057832,0.13851,0.12499,0.2415,0.069472,0.35803,1.3954073728809084
573.85,0.66821,146.82,8.4666,0.16022,0.11842,0.12634,0.057795,0.13855,0.12563,0.25292,0.069337,0.34986,1.3990709260262784
573.95,0.66607,146.84,8.4676,0.16023,0.11841,0.12633,0.057792,0.13856,0.1257,0.25115,0.069341,0.35251,1.4000199323433833
570.83,0.6587,147.67,8.3511,0.16042,0.11836,0.12653,0.057975,0.13819,0.12626,0.2363,0.069367,0.3675,1.400908359104261
575.89,0.65848,145.91,8.4173,0.16017,0.11856,0.12639,0.057854,0.13844,0.12501,0.24249,0.069479,0.36294,1.401329972319787
572.3,0.66693,147.74,8.3776,0.16034,0.11838,0.12653,0.057938,0.13824,0.126,0.25215,0.06932,0.3526,1.4014995879737235
570.69,0.66586,145.0,8.4035,0.16012,0.11861,0.12643,0.057877,0.13844,0.1247,0.24531,0.069529,0.36092,1.401937182275822
582.14,0.65853,145.94,8.4055,0.16007,0.11866,0.12645,0.057869,0.13837,0.12443,0.24662,0.069497,0.36016,1.4021240910541168
