Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1926.7,0.12485,125.25,9.2513,0.066262,0.12859,0.14306,0.088698,0.066009,0.05528,0.5478998838315914
1927.1,0.12492,125.13,9.1641,0.066165,0.12863,0.14344,0.088791,0.066065,0.055266,0.5483501351874761
1994.6,0.12034,125.2,9.1446,0.066132,0.1287,0.14664,0.088827,0.06608,0.055275,0.5516590198141844
1994.0,0.12038,125.18,9.0998,0.066088,0.12872,0.14683,0.088869,0.066105,0.055269,0.5518812514150516
1994.0,0.12048,125.1,9.0914,0.06608,0.12872,0.14698,0.088877,0.066112,0.055265,0.5520384996803602
1994.1,0.1195,125.97,9.2507,0.066233,0.12862,0.1487,0.08872,0.066013,0.05531,0.5535986005938176
1991.4,0.12184,124.79,8.9547,0.065937,0.12879,0.15128,0.089017,0.066199,0.055226,0.55645154005669
1961.0,0.12344,125.1,8.3103,0.065152,0.12904,0.15147,0.089747,0.066612,0.055139,0.5571583200928002
1961.6,0.12346,125.22,8.2748,0.065106,0.12905,0.15162,0.089789,0.066634,0.055132,0.5573273559891729
1959.8,0.12344,125.12,8.3106,0.065152,0.12903,0.15172,0.089746,0.066612,0.05514,0.5573994753963476
