Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1194.2,0.19958,124.74,19.867,0.06216,0.12986,0.055618,0.19729,0.08422,0.071036,0.6001873939593615
1194.1,0.19957,124.73,19.862,0.062161,0.12986,0.055618,0.19731,0.08422,0.071037,0.6002122641515322
1194.2,0.1998,124.79,19.95,0.062145,0.12988,0.055617,0.19737,0.08422,0.071034,0.6002630837014784
1194.0,0.19943,124.92,19.88,0.062159,0.12985,0.055617,0.19748,0.08423,0.071017,0.6003480832173348
1194.3,0.19957,124.46,19.87,0.062161,0.12989,0.055619,0.19769,0.084209,0.071059,0.6006239992168039
1196.5,0.19999,124.53,19.968,0.062138,0.12992,0.055618,0.19778,0.084197,0.071075,0.6007300426097283
1194.2,0.19957,124.43,19.87,0.062161,0.12989,0.055619,0.19784,0.084208,0.071061,0.6007835694183895
1194.2,0.20052,124.27,19.905,0.062148,0.12993,0.05562,0.19786,0.084186,0.071098,0.6008467649178793
1193.7,0.20054,124.24,19.873,0.062153,0.12993,0.05562,0.19818,0.084186,0.071098,0.6011608419102631
1194.1,0.19945,124.75,19.773,0.062176,0.12984,0.055618,0.19832,0.084223,0.071031,0.6012138755662781
