Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
938.35,0.25919,123.18,19.599,0.05587,0.14184,0.12974,0.070655,0.084388,0.06178,0.5442781507819933
937.68,0.25935,123.18,19.6,0.05587,0.14238,0.12975,0.070658,0.084387,0.061782,0.5448256517615385
937.45,0.25942,123.39,19.6,0.055873,0.14275,0.12974,0.070653,0.084389,0.061779,0.5451913689234507
938.35,0.25919,123.49,19.599,0.055876,0.14291,0.12974,0.070646,0.084392,0.061775,0.545333543188814
936.95,0.25942,123.39,19.601,0.055873,0.14324,0.12974,0.070654,0.084389,0.06178,0.5456790823560884
935.93,0.25942,123.39,19.6,0.055872,0.14466,0.12973,0.070656,0.084391,0.061781,0.5470942490029086
938.61,0.26172,122.81,19.781,0.055875,0.14546,0.12996,0.070708,0.084351,0.06183,0.5481876492662923
931.97,0.26287,122.3,19.252,0.055866,0.14591,0.12962,0.07062,0.084414,0.061781,0.5482130541720421
932.82,0.26392,122.31,19.713,0.055869,0.14562,0.12994,0.070736,0.084337,0.061833,0.5483371194440645
944.74,0.25868,123.28,19.826,0.055877,0.14603,0.12994,0.070668,0.084377,0.061822,0.5487139492262416
