Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
915.12,2.7298,187.34,1.8571,0.0,0.0
917.39,2.7526,189.29,1.9049,0.0,0.0
921.05,2.753,186.57,1.8993,0.0,0.0
912.5,2.7229,186.12,1.8766,0.0,0.0
915.47,2.7269,188.0,1.8778,0.0,0.0
913.94,2.7085,188.72,1.8674,0.0,0.0
908.16,2.7162,190.21,1.8788,0.0,0.0
904.0,2.6805,187.43,1.8893,0.0,0.0
901.13,2.731,189.3,1.8813,0.0,0.0
957.61,2.8158,187.32,1.564,0.0,0.0
