iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.595157963622192,0.24200555660169765,0.6721907247999233
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.27421810410085334,0.14926093092424436,0.32172933403503623
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5924634901316148,0.22005332775653708,0.6625086398441625
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.3235691947333263,0.18573719428593283,0.3826911799065782
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16081859554927339,0.17453957245969873,0.21637626699348758
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.1024815082337972,0.14784407554906842,0.14954173909476892
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.02668759937250305,0.10104327586814826,0.05885067301373069
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.04900949785910713,0.10164066009398609,0.08136272480526921
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.09807484534677068,0.10139748716281195,0.13035066794488773
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.06427055324624607,0.09983364488028484,0.09604858938540252
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.018403078362043024,0.10036055113340618,0.05034883397066005
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.047776348809735136,0.10072505657561145,0.0798381301041739
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.0243891687080013,0.09931995379527753,0.056003691896355436
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.010969077470845736,0.10074062551526723,0.04303581451269433
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.012110195236200123,0.10091624608119026,0.04423283404039921
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.19315672422646435,0.1016550638955781,0.22551453604507177
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.02090054766597175,0.10083560807563055,0.052997518595799036
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.014780655374649877,0.10078874619962475,0.046862709706059394
19,581.91,394.95,39.744,259.97,144.69,120.79,63.445,11.262,0.011642763464431096,0.10073749291593502,0.043708503368942796
20,580.66,395.51,44.501,186.53,163.44,131.12,61.553,10.961,0.013909689271309013,0.10130945042962552,0.0461574889069055
21,555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.01446366122458392,0.09998077378963342,0.046288529950129456
22,702.28,435.33,39.202,237.08,148.02,145.58,61.891,11.758,0.04180650885439614,0.10115440211769854,0.07400495507947016
23,559.28,395.97,40.206,278.27,144.68,116.86,63.611,11.175,0.011334969081704468,0.10043415360743504,0.04330415308545247
24,487.75,459.42,5.4753,519.37,78.312,113.66,64.119,13.805,0.01783775067467138,0.1768719970281699,0.07413785591780792
25,558.4,403.02,50.118,217.28,117.65,173.53,62.584,10.966,0.011909546482745987,0.10053970699535705,0.043912329173389754
26,545.45,403.91,64.928,272.33,147.61,77.627,62.574,11.206,0.015014151214805036,0.10016150852214994,0.04689654959248737
27,587.83,392.97,40.236,323.13,141.94,116.87,62.097,11.807,0.013473726738061352,0.1001591227845314,0.04535536571187386
28,556.89,393.89,63.626,344.15,139.26,114.75,62.37,10.997,0.01921576558469585,0.09972630239859537,0.050959633550723034
29,580.41,360.08,33.88,286.34,150.3,116.21,62.394,11.522,0.011710208103828765,0.10081349108570116,0.043800138977108896
30,585.62,390.44,44.213,258.03,129.15,147.61,63.158,12.381,0.016460040290770417,0.10045548852299624,0.04843601540906244
31,581.83,388.12,39.396,257.06,144.33,120.14,63.552,11.504,0.011405195610977472,0.10074789258467479,0.04347424583286207
