iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.9346898937004173,0.15282218676379455,2.9833347065755587
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.732532866491546,0.18024171733652222,1.7899055870225054
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.21922323727985304,0.12553246274628704,0.2591814612089946
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.169332731083766,0.09335963390745258,0.1990500255270076
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.282866151009221,0.09222602337396077,2.31222260601257
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1800922022989337,0.19778780350022646,1.243050015519633
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.6300788266700548,0.2069061767255489,2.6959391082342874
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.447983737982878,0.09384157119753009,0.47785443783007187
9,574.58,10.867,98.053,2.6252,0.2826501149042452,0.10156104847114689,0.3149780006838024
10,510.35,1.1361,72.338,1.1049,0.31795023629944397,0.12434306378374546,0.35752986278019183
11,10.042,7.9138,109.38,4.8865,0.36938936876769213,0.16969636027492993,0.4234053978926086
12,490.34,14.995,74.455,4.7415,0.159039311881629,0.09358003785926708,0.18882676308168714
13,479.94,8.1903,77.675,4.7541,0.1576237653457406,0.09349303559095806,0.18738352286367554
14,66.908,175.94,98.163,2.1344,0.406821101930663,0.10612955180369404,0.44060318748603355
15,497.41,1.4083,88.153,2.9094,0.15074105829257908,0.09940515972367754,0.1823827033703044
16,401.73,0.012908,23.811,11.564,0.29932671128467897,0.09626088076742118,0.32996750128570823
17,441.67,10.891,93.212,1.9039,0.02537406115694713,0.10925894007837529,0.060152261937856374
18,455.78,13.932,91.906,1.9741,0.010394114702715456,0.10820489496595745,0.0448368025038584
19,456.3,13.186,91.329,1.963,0.013410887215508456,0.10833835396560587,0.04789605633563969
20,378.06,0.1232,91.858,3.1425,0.047232063043710665,0.09788737253948551,0.07839058145558461
21,442.23,0.035085,86.892,3.6555,0.12106412146460077,0.09560919809086854,0.15149747442702863
