iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,647.0615969344877,10.134083714735183,53.84334136596404,17.99329194170756,1.2217468125123443,0.2305961866622864,1.2951478584432328
2,1737.6113184138821,5.088953181889164,644.4460474375325,14.411298030693736,5.873210732768449,0.21478698267918708,5.941579552778821
3,2691.297805991496,3.333769713460708,768.9923938943105,7.7242650222830544,7.340347288801831,0.2601147062884822,7.423144371355248
4,3440.8382219009086,17.257980616179744,196.0467853727043,16.30120789098948,9.828180736591362,0.2555668709594318,9.909530198198807
5,1280.5874431230845,0.17708386912655805,902.5596649941713,9.169816119229111,2.600077293738539,0.21061307836290166,2.667117518741052
6,3968.2062094756307,14.36615528728539,354.6614269827056,4.38458843458032,10.927040608249305,0.21791595184403068,10.996405410078411
7,2104.547678202376,9.97063876587031,464.7674292126615,1.385134604013512,3.9141657030067236,0.14454091652352644,3.960174505694228
8,298.2235296561315,19.38389948688964,561.5741608912995,11.42897508645856,1.9655141521351502,0.19904790580497736,2.0288730683770546
9,148.38,8.0127,27.756,15.46,0.47583006236600883,0.18180005645392738,0.5336988176440651
10,3174.8,0.35318,0.59264,16.921,0.7773499993019714,0.11828759109103762,0.8150021089591143
11,161.49,0.020863,44.286,15.894,0.8517996581330693,0.31198771994165386,0.9511084337584376
12,3785.1,0.00041133,1.7755,2.4151,1.0097471596939167,0.13693219384234506,1.0533340307307704
13,1988.5,0.013253,62.934,15.622,0.7590613434443856,0.17607299386695238,0.8151071180822145
14,537.0,0.94854,129.42,1.4125,0.30942481523483767,0.14335854657955358,0.35505725788004905
15,1136.9,3.0044,49.633,2.6168,1.3848935236878384,0.13246049681647032,1.4270570093533375
16,542.95,1.0787,135.68,1.9429,0.11390920275758257,0.13768475858993864,0.15773562259358864
17,480.4,1.972,139.16,2.1863,0.1349598841421151,0.13592834722902472,0.17822722087773674
