Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867953922
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867953947
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867953966
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867953985
332.72,0.54356,285.71,1.1145,0.038289,0.038288928679540264
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867954048
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867954056
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867954069
332.72,0.54356,285.71,1.1145,0.038289,0.03828892867954085
332.72,0.54356,285.71,1.1145,0.038289,0.038288928679542436
