Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
336.96,1.6317,78.724,20.0,0.044904,0.0449038136302767
336.96,1.6317,78.724,20.0,0.044904,0.0449038136302767
336.96,1.6317,78.724,20.0,0.044904,0.0449038136302767
336.96,1.6317,78.724,20.0,0.044904,0.0449038136302767
336.96,1.6317,78.724,20.0,0.044904,0.04490381363027671
336.96,1.6317,78.724,20.0,0.044904,0.04490381363027671
336.96,1.6317,78.724,20.0,0.044904,0.04490381363027671
336.96,1.6317,78.724,20.0,0.044904,0.04490381363027671
336.96,1.6317,78.724,20.0,0.044904,0.04490381363027671
336.96,1.6317,78.724,20.0,0.044904,0.04490381363027671
