Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1603.8,0.16371,125.38,4.1137,0.25226,0.068464,0.038143,0.14244,0.11168,0.24706,0.10223,0.14404,0.1127,1.2190145974073936
1603.8,0.16384,125.36,4.107,0.25415,0.068596,0.038193,0.14248,0.11175,0.24703,0.10253,0.14409,0.1127,1.2215154694871768
1603.9,0.16405,125.33,4.1086,0.25445,0.068563,0.038175,0.14247,0.11173,0.24704,0.10245,0.14407,0.1127,1.2216488829110674
1602.2,0.16444,125.21,4.1151,0.25609,0.068435,0.038114,0.14243,0.11165,0.24708,0.10218,0.14401,0.1127,1.2226866907078742
1603.6,0.16363,126.24,4.1083,0.25644,0.068556,0.038223,0.1425,0.11176,0.24702,0.10237,0.14409,0.1127,1.223652306494062
1604.3,0.16441,125.32,4.1063,0.25708,0.068604,0.038186,0.14249,0.11175,0.24702,0.10253,0.14409,0.1127,1.2244478529674212
1600.9,0.16502,125.17,4.118,0.26187,0.068373,0.038082,0.14241,0.11161,0.24709,0.10204,0.14398,0.1127,1.2281624927135293
1605.8,0.16397,124.57,4.1157,0.26433,0.068437,0.038083,0.1424,0.11162,0.24709,0.10222,0.14401,0.1127,1.2308935995211867
1605.9,0.16486,125.26,4.106,0.26459,0.068608,0.038175,0.14248,0.11174,0.24702,0.10252,0.14409,0.1127,1.2319318557169268
1601.9,0.16483,125.2,4.0875,0.2635,0.068972,0.038332,0.14262,0.11196,0.24691,0.10338,0.14425,0.11269,1.23260864419882
