Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
18.723,0.39915,477.94,4.52,0.20437,0.14626,0.11449,0.065328,0.95781,0.082108,0.082435,0.21117,0.077278,1.9412491789226907
18.896,0.39982,478.08,4.5213,0.20437,0.14625,0.11449,0.065321,0.95941,0.082061,0.082439,0.21117,0.077243,1.942751643545743
18.802,0.39807,477.51,4.4571,0.20481,0.14619,0.11452,0.065414,0.97081,0.082239,0.082491,0.21118,0.077263,1.9549125390848858
18.552,0.39397,490.29,4.4822,0.20249,0.14645,0.11435,0.065088,0.98278,0.081406,0.082154,0.21107,0.077097,1.962884616934129
242.3,7.9264,448.91,1.0092,0.17474,0.15495,0.11038,0.062366,1.0581,0.044572,0.078595,0.21511,0.075554,1.9743771583303904
274.39,8.8044,499.03,1.0434,0.17593,0.15518,0.11054,0.062896,1.0753,0.044838,0.078502,0.21532,0.076337,1.9948871250609606
20.435,0.41085,498.51,4.3923,0.20194,0.14664,0.11424,0.064904,1.0571,0.080534,0.082133,0.21104,0.076881,2.0353740343596445
0.86717,0.2675,31.638,1.136,0.42311,0.12618,0.13801,0.1706,0.61797,0.17176,0.1103,0.3013,0.11157,2.1707989089859727
11.399,0.36594,494.19,3.9469,0.20586,0.14636,0.115,0.06621,1.2201,0.085484,0.082329,0.21136,0.079079,2.2117644472121163
0.86417,0.26648,30.727,1.1554,0.42531,0.12595,0.13827,0.17194,0.65947,0.17276,0.11064,0.30262,0.11191,2.2188723769995526
