Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
615.12,0.47732,120.81,6.8789,0.12657,0.09372,0.030104,0.25971,0.38652,0.11449,0.44003,0.02909,0.13279,1.613026053456585
617.98,0.47796,120.39,6.9042,0.12648,0.09363,0.029965,0.25979,0.37863,0.11451,0.44831,0.029007,0.13271,1.6130453041988404
618.63,0.47935,119.74,6.9034,0.12649,0.093605,0.030018,0.25981,0.37993,0.11452,0.44829,0.028959,0.1327,1.6143247783398385
612.62,0.48234,120.01,6.8896,0.12653,0.093688,0.030065,0.25975,0.39279,0.1145,0.43526,0.029021,0.13274,1.6143440818731558
618.12,0.4787,120.42,6.9022,0.12649,0.093632,0.029984,0.25979,0.38058,0.11451,0.4484,0.029006,0.13271,1.615098561603932
613.61,0.48244,119.68,6.8958,0.12651,0.093657,0.030046,0.25977,0.39286,0.11451,0.4364,0.028986,0.13272,1.6154712627368333
622.79,0.54141,122.31,4.0992,0.13802,0.10994,0.055254,0.24645,0.63851,0.11112,0.13581,0.038769,0.14276,1.6166409458545639
613.64,0.4855,119.85,6.9008,0.12649,0.093647,0.030017,0.25979,0.39263,0.11451,0.43968,0.028972,0.13269,1.618424457406599
617.68,0.48243,119.68,6.8893,0.12654,0.093634,0.030137,0.25978,0.38705,0.11451,0.44539,0.028964,0.13271,1.6187176765815023
615.56,0.47464,120.65,6.8699,0.1266,0.093737,0.03017,0.25969,0.39623,0.11449,0.4389,0.029106,0.13282,1.6217525700408024
