Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1893.4,0.14599,126.31,3.7085,0.38777,0.076667,0.042366,0.14544,0.11785,0.24398,0.10449,0.14758,0.11223,1.3783670115436497
1891.9,0.14598,125.96,3.7267,0.38992,0.076273,0.042083,0.14527,0.11748,0.24414,0.10447,0.14737,0.11224,1.3792434410684364
1861.2,0.14652,126.2,3.8189,0.39505,0.074377,0.040948,0.14434,0.11584,0.24492,0.10523,0.14646,0.11236,1.379523402086402
1860.8,0.14652,126.18,3.8177,0.39508,0.074399,0.040962,0.14435,0.11586,0.24491,0.10522,0.14647,0.11236,1.3796079947746867
1861.7,0.14636,126.83,3.8235,0.39535,0.074295,0.040926,0.14429,0.11578,0.24495,0.10528,0.14643,0.11237,1.3796589983677767
1862.2,0.14652,126.1,3.8187,0.39542,0.074381,0.040944,0.14434,0.11584,0.24492,0.10523,0.14646,0.11236,1.3798878120980784
1863.3,0.14654,126.3,3.8246,0.3958,0.07427,0.040882,0.14427,0.11574,0.24496,0.10529,0.14641,0.11237,1.3799918140433636
1869.5,0.14647,126.18,3.8207,0.39605,0.074358,0.040918,0.14431,0.11581,0.24493,0.10525,0.14644,0.11236,1.3804255272552794
1868.7,0.14626,125.94,3.8214,0.39671,0.074333,0.040901,0.14429,0.11579,0.24494,0.10527,0.14643,0.11236,1.3810235064464769
1871.6,0.1465,126.11,3.8205,0.39703,0.074366,0.040914,0.1443,0.11581,0.24493,0.10525,0.14644,0.11236,1.3814038177893364
