Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1968.5,0.068525,111.87,12.748,0.060594,0.093932,0.12759,0.064821,0.2807,0.054371,0.6820073892391958
1977.8,0.069844,112.31,12.664,0.0605,0.094113,0.12755,0.064809,0.28121,0.0544,0.6825773303609899
1976.7,0.06857,113.36,12.707,0.060454,0.094124,0.12735,0.064836,0.28706,0.054382,0.688205299417816
1984.6,0.068479,114.08,12.568,0.060252,0.094441,0.12705,0.064926,0.2911,0.054382,0.6921469933156478
1923.3,0.068001,113.86,12.99,0.061115,0.093022,0.1278,0.064739,0.29163,0.054311,0.6926120951059441
1982.8,0.071705,112.98,12.518,0.060413,0.094277,0.12746,0.064826,0.29596,0.05442,0.6973560026875528
1903.2,0.073821,117.78,12.278,0.060852,0.093351,0.12716,0.065065,0.30031,0.054303,0.7010388320347355
1888.3,0.066234,113.95,13.285,0.061605,0.09226,0.12812,0.064665,0.30083,0.054262,0.7017356488182114
1924.1,0.069786,114.12,12.628,0.060874,0.093382,0.1275,0.064935,0.30368,0.054304,0.7046718229516977
1887.5,0.067158,113.23,13.171,0.061585,0.092318,0.12816,0.064703,0.30441,0.054264,0.7054351315508748
