iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.298237386129531,0.08883765894327977,0.3265152912366008
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.04890934200154993,0.08418115489597282,0.07570503583530709
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.1688001869713503,0.07805647631490595,0.19364633506305576
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.1613310293493848,0.07382328026497266,0.18482970928824233
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.1970491127362342,0.07227646200834938,0.22005542513187898
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.021294937827694187,0.07300861392354346,0.044534301416133626
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.0370158538476781,0.07297575593080037,0.06024475841218725
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.03089536166655373,0.07317026506540311,0.05418618041155999
9,494.02,0.50636,99.313,12.387,4.517e-06,0.020247305992023717,0.07318834655926962,0.04354388025528466
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.02096174906319031,0.073066176605078,0.04421943542223744
11,455.66,0.58146,102.25,13.326,8.357e-06,0.021223314249250867,0.07313559278512519,0.04450309646466813
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.017418001037459167,0.07314197513827311,0.04069981481898053
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.020170060853335687,0.07312182582281963,0.04344546090854837
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.0594187189328511,0.0731309011361619,0.08269700775002084
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.016101055887559303,0.07315145517253857,0.039385887257708724
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.0157315871672453,0.07305871244509331,0.03898689761037724
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.018356555288450396,0.07308764471186904,0.04162107515812676
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.017311626034407786,0.07309946578548046,0.04057990866867997
19,302.32,0.50201,75.631,12.165,7.615e-08,0.041289842861943794,0.07294637450276434,0.06450939502743888
20,449.93,0.5193,98.884,15.039,2.9988e-06,0.021007730421375607,0.07313439605548253,0.04428713170591652
21,454.84,0.51094,99.596,13.087,2.7388e-06,0.017533183945916467,0.0731165108667014,0.040806892198052086
22,465.06,0.50021,100.15,13.338,2.7635e-06,0.017693075825261837,0.07313307784194717,0.040972057509402346
23,535.09,0.50025,107.32,15.897,1.6036e-05,0.029084337449251717,0.07323662317469179,0.05239627863647303
24,447.61,0.55455,95.569,10.085,4.8432e-06,0.019336653682005128,0.07304006409637728,0.042586028171379756
25,468.31,0.50973,101.2,15.953,2.7644e-06,0.015432272850759718,0.07315113116892033,0.03871700108735429
26,472.95,0.50022,100.1,14.985,2.6672e-06,0.015595557406366343,0.07316375268148066,0.03888430319518746
27,460.73,0.51702,98.837,15.315,2.3645e-06,0.016009196896747385,0.07314754212704286,0.039292782705830434
28,443.43,0.52069,103.03,15.98,2.5105e-06,0.018537804822934274,0.07307881441727929,0.0417995139225448
29,479.36,0.50002,100.61,15.499,2.7227e-06,0.01576671871203713,0.07317509030857978,0.03905907337964977
30,432.05,0.55958,104.15,15.982,3.5498e-06,0.019945375227855933,0.07304202371337623,0.04319537348269446
31,490.64,0.50988,114.47,14.942,1.1376e-05,0.020652370705455583,0.07304104206395344,0.043902056491578065
32,362.95,0.57257,87.65,15.982,1.9686e-07,0.023207869166345214,0.07303281358590907,0.04645493574655793
33,468.21,0.53796,100.03,15.913,3.5272e-06,0.01713343505220726,0.07316264129305576,0.040421827075105346
34,449.07,0.50743,98.395,12.421,2.7926e-06,0.01663813982776083,0.0731107556356953,0.03991001613296993
