Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1981.5,0.12741,123.92,6.3895,0.068013,0.054671,0.094022,0.061409,0.27906,0.13056,0.6877415550129632
1977.6,0.1276,123.94,6.3918,0.068012,0.054672,0.094014,0.061415,0.27916,0.13055,0.6878287401944565
1981.5,0.12719,123.83,6.3887,0.068016,0.05467,0.094026,0.061406,0.27918,0.13056,0.6878576789315762
1971.3,0.1281,123.81,6.3878,0.068013,0.054668,0.094019,0.061413,0.27921,0.13056,0.6878875337294161
1971.3,0.1281,123.8,6.3915,0.06801,0.05467,0.094006,0.061423,0.27943,0.13056,0.6880978550141049
1972.5,0.12768,123.86,6.3871,0.06802,0.05467,0.094031,0.061401,0.27965,0.13055,0.688328153623641
1971.8,0.12803,123.72,6.4016,0.068001,0.054672,0.09397,0.06145,0.27995,0.13055,0.6885928734579978
1973.2,0.12792,123.73,6.4035,0.068,0.054673,0.093965,0.061454,0.27997,0.13055,0.6886112260771505
1982.3,0.12712,123.92,6.4212,0.06799,0.054682,0.093919,0.061484,0.28013,0.13052,0.6887238232855086
1981.2,0.12701,123.92,6.4297,0.067987,0.054685,0.093894,0.061502,0.28028,0.13051,0.6888598509852961
