Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
454.73,0.18234,322.6,5.2862,0.1233,0.096754,0.027443,0.25907,1.1534,0.11352,0.32159,0.024521,0.13082,2.2504650071638594
524.04,0.1528,313.85,4.9188,0.12399,0.098776,0.036075,0.25777,1.2265,0.11235,0.26416,0.027153,0.13326,2.2800043747362446
495.94,0.16575,321.42,5.35,0.12304,0.09626,0.029915,0.25964,1.1387,0.11347,0.36955,0.024682,0.13109,2.286307751719962
488.19,0.15329,317.84,5.0536,0.12356,0.097962,0.03228,0.25842,1.2471,0.11278,0.27665,0.02603,0.13234,2.307094315772072
500.9,0.16436,317.09,5.5729,0.12238,0.094754,0.028349,0.26088,1.0646,0.11405,0.47885,0.023579,0.13011,2.3175136699823127
496.21,0.16613,317.09,5.5839,0.12236,0.094693,0.027934,0.26091,1.0638,0.1141,0.48053,0.023476,0.13,2.317812903248261
503.67,0.16379,309.52,5.5951,0.12232,0.094414,0.028351,0.2612,1.0422,0.11424,0.50717,0.023349,0.12995,2.3231806015963548
490.43,0.17024,316.55,5.6305,0.12227,0.094413,0.027106,0.26109,1.0668,0.11426,0.49831,0.023186,0.1297,2.33710664589091
495.18,0.15479,323.49,5.57,0.12219,0.094861,0.028224,0.26091,1.0945,0.11395,0.46933,0.023677,0.1302,2.337857618055183
520.69,0.15848,316.06,4.9368,0.12405,0.09878,0.03555,0.25768,1.3121,0.11237,0.2587,0.027069,0.13316,2.3594564601155437
