Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
102.07,0.74665,123.58,18.037,0.13948,0.1248,0.28183,0.14479,0.10824,0.58111,1.4571,0.17133,0.2205,3.2291565629006604
20.384,17.601,146.08,19.662,0.11844,0.11074,0.25119,0.12086,0.12799,0.2569,2.1098,0.16809,0.11565,3.3796845729213354
16.193,9.9785,193.17,18.357,0.11912,0.11089,0.25372,0.12173,0.12758,0.35581,2.0306,0.16846,0.13502,3.422927059440106
113.17,0.73604,132.17,17.559,0.13978,0.12499,0.28254,0.14528,0.10808,0.611,1.6082,0.17157,0.2358,3.4272718720763398
99.482,1.1137,119.82,17.647,0.13596,0.12351,0.27712,0.14082,0.11029,0.45482,1.8771,0.17017,0.14216,3.4319351561614404
30.424,10.246,136.79,18.188,0.12052,0.11285,0.25497,0.12373,0.12434,0.75252,1.7047,0.16747,0.10422,3.465312505455889
15.784,10.118,247.83,9.1747,0.11732,0.10934,0.25283,0.13083,0.13712,0.28224,2.1771,0.16488,0.10396,3.4756523305638916
117.27,0.81707,122.18,16.181,0.13729,0.12525,0.28026,0.14335,0.10943,0.8132,1.5602,0.17113,0.14408,3.4842315228221055
13.667,9.9819,273.77,8.9509,0.11725,0.10896,0.25223,0.13089,0.13833,0.22019,2.2713,0.16496,0.1051,3.509256822026524
140.23,0.68537,115.77,18.76,0.14224,0.1259,0.28358,0.14674,0.1066,1.0239,1.2801,0.17272,0.27504,3.5568302879825846
