Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1519.5,0.15162,124.37,13.253,0.069271,0.085934,0.12893,0.31016,0.064061,0.055544,0.7138993442977877
1522.1,0.15102,124.22,13.339,0.069305,0.085896,0.12895,0.31051,0.064027,0.055552,0.7142455386985525
1521.3,0.15146,124.25,13.339,0.069315,0.085888,0.12896,0.31072,0.06402,0.055553,0.7144562492640512
1552.0,0.15137,124.04,15.16,0.070117,0.08507,0.12951,0.31308,0.063193,0.055773,0.7167445149648627
1552.0,0.15137,124.04,15.716,0.07034,0.084893,0.12964,0.31581,0.063049,0.055796,0.7195262797226057
1550.9,0.15195,123.49,15.625,0.070353,0.084885,0.12965,0.3159,0.063063,0.05579,0.7196420546137426
1492.1,0.15535,124.86,15.73,0.07023,0.084964,0.12951,0.31619,0.063069,0.05579,0.7197519371363293
1554.7,0.15195,123.87,15.554,0.070309,0.084916,0.12963,0.31604,0.063066,0.055796,0.719760308457444
1549.8,0.15002,124.66,15.612,0.070222,0.084981,0.12955,0.31616,0.063093,0.055798,0.7198017633455119
1548.9,0.15002,124.86,15.611,0.070206,0.084992,0.12954,0.3162,0.063092,0.055801,0.7198280825532715
