Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1774.8,0.14494,130.21,3.8939,0.28864,0.071073,0.039145,0.14326,0.11362,0.24619,0.10532,0.14613,0.11322,1.2665975905044276
1776.5,0.1448,130.19,3.8944,0.28867,0.071063,0.039138,0.14324,0.11361,0.24619,0.10535,0.14613,0.11323,1.266613796121065
1770.2,0.14455,130.21,3.9346,0.2906,0.07012,0.03871,0.14277,0.11291,0.24654,0.10593,0.14577,0.11327,1.2666147237606245
1776.2,0.14503,130.16,3.8925,0.28863,0.071108,0.039154,0.14327,0.11364,0.24618,0.10528,0.14614,0.11322,1.2666174559425418
1776.3,0.14509,130.25,3.8958,0.28911,0.071031,0.039119,0.14323,0.11358,0.2462,0.1053,0.14611,0.11322,1.2669179791580139
1776.2,0.14507,130.16,3.8903,0.28887,0.07116,0.039179,0.1433,0.11368,0.24616,0.10524,0.14616,0.11322,1.2669609790593332
1783.7,0.14314,130.46,3.9225,0.29034,0.070395,0.038848,0.14286,0.11311,0.24644,0.10601,0.14589,0.11327,1.267151469129142
1778.3,0.14375,130.48,3.9085,0.28975,0.070723,0.039005,0.14305,0.11337,0.24631,0.10573,0.14601,0.11325,1.267206152877198
1776.4,0.14528,130.19,3.8942,0.28958,0.071071,0.039131,0.14326,0.11361,0.24619,0.10524,0.14613,0.11322,1.267426218301139
1776.1,0.14504,130.17,3.8874,0.28937,0.071226,0.039214,0.14333,0.11373,0.24613,0.10521,0.14619,0.11322,1.2676206708588862
