Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1995.7,0.13027,118.48,6.1958,0.09704,0.05946,0.1311,0.068169,0.13633,0.054803,0.5468979274059668
1973.7,0.12793,120.73,6.2949,0.096688,0.059622,0.13069,0.068192,0.15219,0.054802,0.5621829168743825
1965.7,0.12829,120.89,6.3081,0.096644,0.059641,0.13063,0.068188,0.15626,0.054802,0.5661619182294635
1973.7,0.13024,120.7,6.198,0.096783,0.059603,0.13096,0.068237,0.15782,0.054776,0.5681757023015648
1976.2,0.12826,120.92,6.1719,0.096865,0.059559,0.13098,0.06829,0.16515,0.054765,0.5756118748499431
1999.4,0.13134,115.09,6.4898,0.09729,0.059235,0.13047,0.067763,0.17709,0.054995,0.5868419650213809
1981.1,0.12974,121.47,5.9516,0.097239,0.059395,0.13149,0.068486,0.1764,0.054687,0.5876988191327349
1973.9,0.13524,116.9,6.3092,0.097014,0.059431,0.13087,0.067964,0.18011,0.054869,0.5902539088282249
1996.2,0.12987,117.14,6.1902,0.097283,0.059319,0.13113,0.068144,0.17973,0.054825,0.590424135102354
1991.2,0.13,121.39,5.9577,0.097221,0.059409,0.13152,0.068462,0.1797,0.054691,0.591000051326239
