Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1826.8,0.14604,124.94,3.9123,0.43346,0.07254,0.039986,0.14309,0.11397,0.24591,0.11024,0.14603,0.11276,1.417986937407381
1796.1,0.1497,124.67,3.8119,0.42829,0.0746,0.041298,0.14445,0.11567,0.24506,0.11074,0.14698,0.11254,1.4196110505230422
1788.0,0.14964,125.8,3.8081,0.4285,0.074657,0.041392,0.14454,0.11576,0.24501,0.11063,0.147,0.11252,1.4200126977534564
1788.2,0.14964,125.81,3.8019,0.42831,0.074784,0.04147,0.1446,0.11587,0.24496,0.11062,0.14707,0.11251,1.420188962959491
1788.4,0.14965,125.11,3.8082,0.42875,0.074661,0.041367,0.14451,0.11575,0.24502,0.11066,0.14701,0.11252,1.4202521972823186
1802.2,0.1491,125.32,3.7916,0.42784,0.075008,0.041574,0.14463,0.11602,0.24488,0.11074,0.14717,0.1125,1.4203705300473382
1795.4,0.14799,126.2,3.8105,0.42919,0.074601,0.041392,0.14447,0.11574,0.24503,0.1107,0.14697,0.11253,1.4206287416614942
1790.6,0.15045,124.73,3.8276,0.43114,0.07429,0.041101,0.14432,0.11539,0.24519,0.1107,0.14683,0.11256,1.4215344199226088
1791.0,0.14992,125.48,3.7925,0.42913,0.074984,0.041569,0.14466,0.11601,0.24489,0.11065,0.14716,0.1125,1.4215524855836434
1794.5,0.14949,125.79,3.7957,0.4295,0.074917,0.041542,0.14463,0.11597,0.24491,0.11067,0.14713,0.1125,1.421768745313594
