Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1794.9,0.14131,131.38,3.8262,0.34162,0.07458,0.040535,0.14438,0.11561,0.24525,0.10859,0.14681,0.11304,1.330410223558934
1794.9,0.14016,130.73,3.8684,0.34807,0.073757,0.040006,0.14413,0.11498,0.24553,0.1082,0.14647,0.11307,1.334217941154665
1795.5,0.14075,130.71,3.8222,0.34586,0.074666,0.04056,0.14439,0.11566,0.24523,0.10845,0.14687,0.11304,1.3347230498999343
1796.5,0.1401,130.67,3.8641,0.34835,0.073846,0.040052,0.14415,0.11504,0.24551,0.10829,0.1465,0.11307,1.33480850906714
1794.8,0.14009,130.73,3.8776,0.34953,0.073574,0.039898,0.14408,0.11485,0.24559,0.10802,0.1464,0.11308,1.3350204568751027
1796.5,0.14011,130.67,3.8583,0.34855,0.073963,0.040122,0.14418,0.11512,0.24547,0.10841,0.14654,0.11306,1.3354226008409038
1803.7,0.1413,129.26,3.8707,0.35115,0.073767,0.039901,0.14403,0.11488,0.24559,0.10832,0.14646,0.11307,1.3371577524122715
1794.9,0.14308,129.9,3.8362,0.34968,0.074427,0.040334,0.14425,0.11539,0.24536,0.10874,0.14672,0.11304,1.3379397833564968
1795.1,0.13969,130.73,3.8831,0.35615,0.073465,0.039833,0.14405,0.11478,0.24562,0.10791,0.14637,0.11308,1.3412595813068415
1799.6,0.13858,132.58,3.8493,0.35467,0.074109,0.040311,0.14432,0.11533,0.24537,0.10846,0.1466,0.11306,1.3422253537434363
