Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1646.6,0.18646,126.84,4.9768,0.053132,0.11517,0.11311,0.13771,0.10392,0.13622,0.2109,0.25189,0.033828,1.1558921965193774
1373.6,0.18615,125.81,5.3027,0.047484,0.10906,0.11395,0.13665,0.099976,0.13396,0.24198,0.25392,0.031569,1.168556710555498
1603.6,0.18612,125.06,5.045,0.052064,0.11396,0.11331,0.13739,0.10297,0.13575,0.22925,0.25239,0.033151,1.1702319627645013
1373.6,0.18615,125.0,5.29,0.047671,0.10932,0.11393,0.13667,0.10006,0.13403,0.24414,0.25388,0.03159,1.1712859538076252
1373.4,0.18612,125.19,5.2811,0.047779,0.10964,0.11393,0.13668,0.10013,0.13411,0.24511,0.25384,0.031632,1.1728554604162469
1382.6,0.18612,125.19,5.2811,0.047824,0.10954,0.11392,0.13667,0.10014,0.1341,0.24592,0.25384,0.031617,1.1735625103278815
1382.9,0.18609,125.02,5.2932,0.047678,0.10909,0.11392,0.13666,0.10003,0.134,0.24679,0.25389,0.031562,1.1736096542559455
1382.6,0.18627,125.2,5.2925,0.047681,0.10919,0.11392,0.13666,0.10004,0.13401,0.24779,0.25388,0.031571,1.1747466397735964
1387.0,0.18524,125.23,5.284,0.047802,0.10928,0.11391,0.13669,0.10012,0.13406,0.24767,0.25384,0.031611,1.1749922850912229
1376.1,0.18505,126.33,5.3012,0.04749,0.10901,0.11395,0.13667,0.10001,0.13397,0.24971,0.25391,0.031599,1.1763287026985052
