Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.022267,4.2524e-05,782.83,470.46,189.82,996.05,89.443,3.0294,0.23177,0.13474,0.041766,0.1156,0.11775,0.094343,0.064477,0.22669,0.08535,1.1124887675314405
0.022213,5.0291e-06,783.48,470.45,189.86,895.49,82.963,3.1278,0.27234,0.13522,0.043083,0.11721,0.11573,0.09499,0.059799,0.22674,0.081674,1.1467843647836664
0.023664,4.9786e-06,783.58,470.44,189.87,895.96,82.98,3.1269,0.27404,0.13521,0.043078,0.11721,0.11574,0.09503,0.059829,0.22673,0.081721,1.1485882255362077
0.022403,4.448e-07,783.51,470.45,189.86,825.68,82.934,3.1317,0.27837,0.13571,0.043576,0.11771,0.11467,0.094244,0.057791,0.22665,0.080011,1.1487199248946656
0.023111,4.4451e-07,784.04,470.45,189.34,822.31,82.971,3.1307,0.27896,0.13573,0.043552,0.11773,0.11461,0.094222,0.057814,0.22665,0.079974,1.149237295641431
0.022846,4.4506e-07,781.75,466.14,189.58,787.6,80.985,3.154,0.2861,0.13592,0.043682,0.11826,0.11391,0.094561,0.057095,0.22671,0.079069,1.155314118504527
0.023111,4.4078e-07,797.32,472.23,189.35,822.14,82.953,3.1282,0.28714,0.13579,0.04352,0.11774,0.11457,0.094166,0.057901,0.22684,0.07987,1.1575329220965014
0.022368,4.4454e-07,774.88,470.01,187.56,831.68,83.011,3.1611,0.28871,0.13569,0.043808,0.11778,0.11463,0.094202,0.057033,0.22643,0.079601,1.157892280089531
0.023216,4.4156e-07,783.32,471.99,187.42,831.64,82.962,3.1584,0.28958,0.13571,0.043765,0.11778,0.11462,0.094177,0.057141,0.22654,0.079588,1.1589055873023235
0.02311,4.5482e-07,782.58,470.78,186.15,822.23,82.975,3.13,0.28967,0.13579,0.043569,0.11772,0.11452,0.09409,0.057705,0.22665,0.079838,1.1595555497157273
