iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,807.3167438366468,195.43580766517724,175.81985940133555,10.42099893792591,1.4056415632807808,0.09263881147885128,1.4351294128188157
2,420.38825851208094,541.2702956385356,6.795682578965165,3.791513010515734,0.36907580139174373,0.09760464779117015,0.4001443257211601
3,737.6337757197795,857.5543498389986,64.4608923222501,6.339037707715056,0.6294453897227148,0.09349573027927677,0.6592060049865818
4,209.28772774287177,990.0314053466585,222.2998460414827,17.09275613809404,1.1181083174439872,0.15942002587987777,1.168853287737228
5,912.9229357208991,492.0386283748307,356.4889160682159,18.33485132756047,2.945889333509879,0.18194812215924522,3.0038052195657428
6,369.65506684273646,371.50622828844826,468.85816626195884,2.4577680050593127,2.210307958745759,0.10388460469909086,2.2433754554437746
7,517.6402577710522,672.6778043217319,383.436016293928,11.975154661831525,2.6219491847380763,0.19308767766487886,2.683410901439076
8,118.94332089296321,107.54852475544816,285.5393053049694,15.21152290673387,1.3205018092221086,0.13766725121068923,1.3643226562862183
9,48.034,744.79,48.561,5.6153,0.5393547872172079,0.10670512279550083,0.5733200827094711
10,252.97,726.09,73.929,3.9813,0.08545317224909625,0.09835174406475841,0.11675950470832681
11,259.82,630.3,90.612,2.6689,0.07243226005546938,0.10300431608442356,0.10521955218474144
12,352.72,979.14,76.235,3.597,0.08975550494993956,0.09969867243094124,0.1214905780241075
13,307.37,901.35,74.54,2.1515,0.11615385301560137,0.107960485606275,0.15051874290128153
14,335.5,810.47,82.27,2.3282,0.030031003612058953,0.10602471757241498,0.06377971939520291
15,331.85,805.72,85.944,2.5659,0.018649192464889646,0.10414178727783063,0.05179855292027245
16,324.64,795.01,86.187,2.5153,0.01241327084885361,0.10450272038575215,0.04567751988073888
17,319.85,786.76,84.743,2.7518,0.01545130339295247,0.10284864769069413,0.0481890447335341
18,319.65,787.11,86.895,2.5602,0.013763593980455045,0.10416665302370962,0.04692086944857847
19,304.44,768.76,81.76,3.3314,0.015196445072650187,0.09989138368432177,0.046992860043948016
20,316.64,787.0,87.851,2.4704,0.014766608742985899,0.10485883360359104,0.04814421213271
21,315.72,791.22,88.806,2.4288,0.015837741556797857,0.10521459620057523,0.04932858769827646
22,306.45,756.57,81.903,3.4802,0.021688842967926558,0.09927342651567711,0.05328855606320665
23,302.6,739.14,80.227,3.367,0.012945749183955848,0.0996066448992755,0.044651528984993485
24,344.47,766.75,85.762,2.3074,0.014283015888583219,0.10604222290982968,0.048037303793687265
25,378.4,849.13,99.418,2.1683,0.10162865848456124,0.10748284439709704,0.13584151045131126
26,313.57,741.89,79.694,3.2052,0.013150579223985845,0.1002048070407806,0.04504675994820542
27,303.37,778.46,82.196,3.5543,0.024002011529657988,0.0991964221433706,0.05557721337195354
28,318.67,796.79,86.125,2.5951,0.013322721561470637,0.10395465763692083,0.04641251680215383
29,322.23,725.85,81.123,2.7673,0.020097788517610776,0.10244137058905613,0.05270588953032475
30,304.74,774.94,81.489,3.2723,0.013471574098641888,0.10015395541833802,0.045351568248709506
