Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
567.31,0.4347,128.46,6.0507,0.05428,0.12907,0.05899,0.096646,0.30121,0.069111,0.7093158921214466
565.63,0.4298,126.48,6.0508,0.054267,0.12914,0.059028,0.096602,0.32547,0.069102,0.733599441658782
599.71,0.44717,126.35,5.6924,0.054313,0.13006,0.058291,0.09796,0.33108,0.069275,0.7409785023152269
596.49,0.44457,126.01,5.715,0.054306,0.12999,0.058343,0.09786,0.33324,0.069272,0.7430095104008355
597.68,0.43671,123.03,5.9561,0.054245,0.12964,0.058953,0.096744,0.33549,0.069037,0.7441093483085288
598.83,0.44008,123.04,5.9149,0.054247,0.12971,0.058866,0.096893,0.33829,0.069065,0.7470780280238205
598.71,0.44937,122.32,5.9076,0.054233,0.12976,0.058868,0.096882,0.33935,0.06904,0.7481272383259348
638.67,0.41252,126.13,5.7151,0.054331,0.13026,0.058404,0.097795,0.3421,0.069247,0.7521362038859724
597.5,0.43824,123.4,5.857,0.054258,0.12979,0.058728,0.097146,0.3458,0.06913,0.7548513034251204
606.27,0.44318,122.47,5.8983,0.054242,0.12982,0.058855,0.096915,0.34598,0.069044,0.7548586160947366
