Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
36.603,683.53,3.5608,677.97,663.87,744.32,48.752,1.0661,0.13795,0.59537,0.049931,0.16127,0.22292,0.10987,0.10063,0.039255,0.034497,1.451692916917816
36.603,683.53,3.5608,682.27,663.87,744.32,48.752,1.0661,0.13788,0.59664,0.049878,0.16113,0.22291,0.10981,0.10064,0.039354,0.034553,1.4528028394717394
37.053,693.55,3.5393,665.17,663.94,744.28,48.461,1.0647,0.13753,0.59952,0.049808,0.1606,0.22291,0.10968,0.10079,0.039601,0.034759,1.455208635905511
36.554,683.56,3.5818,696.64,663.84,744.3,48.841,1.0664,0.13778,0.60361,0.049765,0.16094,0.22286,0.10968,0.10063,0.039555,0.034646,1.4594630287738173
38.933,683.57,3.6916,679.15,668.41,744.34,49.132,1.065,0.13748,0.60847,0.049624,0.16058,0.22296,0.10972,0.10079,0.039532,0.034861,1.4640226533954972
38.604,684.19,3.6063,678.66,668.61,738.11,49.521,1.0331,0.13814,0.61026,0.049767,0.16157,0.22295,0.10999,0.10051,0.039287,0.034637,1.4671119033508675
38.605,683.91,3.4613,678.63,668.05,738.19,49.515,1.0325,0.13783,0.61111,0.049614,0.16077,0.22295,0.1099,0.1007,0.039619,0.034915,1.4674139268234003
37.787,680.75,3.4779,679.16,665.04,744.34,49.824,1.0489,0.13833,0.61092,0.049963,0.16167,0.22294,0.11016,0.10055,0.038971,0.034455,1.4679477186667087
38.182,683.99,3.6883,679.03,666.29,744.61,49.649,1.0649,0.13818,0.6132,0.049982,0.16178,0.22293,0.11003,0.10052,0.038894,0.034376,1.4698869608564467
38.261,684.22,3.5383,702.58,668.36,745.34,49.952,1.0417,0.13794,0.61631,0.049634,0.16102,0.22284,0.10981,0.10058,0.039544,0.034758,1.4724363638748756
