Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3336.8,0.10531,158.71,3.6912,0.34119,0.044496,0.2201,0.055835,0.097232,0.1131,0.080493,0.12018,0.13581,1.2084280114626393
3337.9,0.1055,159.14,3.631,0.33955,0.044411,0.22018,0.056909,0.097174,0.11317,0.081203,0.11988,0.13595,1.2084313626212235
3338.3,0.10551,159.43,3.6386,0.34021,0.044422,0.22017,0.056779,0.097166,0.11317,0.081113,0.1199,0.13593,1.2088583036827436
3364.2,0.10465,158.1,3.6745,0.34182,0.044449,0.22013,0.056163,0.097141,0.11315,0.080722,0.12012,0.13583,1.209521072911372
3338.5,0.105,159.24,3.6389,0.34097,0.044424,0.22016,0.056762,0.097165,0.11316,0.081099,0.11991,0.13593,1.2095873658180682
3359.4,0.10516,158.4,3.6378,0.34101,0.044405,0.22018,0.056816,0.097154,0.11318,0.081158,0.11994,0.13592,1.209774667315165
3341.6,0.10492,159.12,3.6996,0.3431,0.044517,0.22009,0.055702,0.097273,0.11309,0.080403,0.1202,0.13579,1.2101648082263552
3331.8,0.10531,158.81,3.6361,0.34152,0.044419,0.22017,0.056795,0.097155,0.11315,0.081122,0.11991,0.13594,1.2101841628987908
3339.5,0.10498,159.13,3.6997,0.34327,0.044518,0.22009,0.055698,0.097275,0.11309,0.080399,0.1202,0.13579,1.2103333500700681
3336.7,0.105,159.19,3.6374,0.34184,0.044423,0.22017,0.056783,0.097166,0.11316,0.081112,0.1199,0.13594,1.210490970260206
