Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
2971.6,0.034655,152.55,8.3278,0.10036,0.16262,0.07263,0.13627,0.42233,0.067064,2.3024,0.14222,0.22627,3.632193350838289
3911.3,0.029991,156.16,8.5524,0.10048,0.16065,0.069185,0.13444,0.59131,0.068275,2.2653,0.1392,0.20492,3.733781778267371
3958.9,0.030443,154.66,8.6413,0.10054,0.16039,0.069121,0.13418,0.4564,0.068122,2.4136,0.13939,0.20364,3.745346370565776
3650.0,0.044629,165.02,6.5848,0.10224,0.1641,0.068949,0.13633,0.55016,0.069734,2.3342,0.13323,0.1972,3.756092987511955
3710.3,0.044814,151.98,6.6598,0.10227,0.16416,0.070264,0.13485,0.6853,0.069243,2.2329,0.13479,0.2013,3.7950509216096013
3901.1,0.025982,161.52,8.8205,0.099777,0.16048,0.068627,0.13534,0.55681,0.068619,2.3804,0.13945,0.20736,3.8168933248030767
3848.2,0.036572,226.08,7.7934,0.10179,0.16009,0.063018,0.14309,0.38634,0.07071,2.5915,0.13034,0.17981,3.826698921312941
3618.8,0.04789,160.36,6.8159,0.10263,0.16315,0.069339,0.13554,0.46729,0.068925,2.5055,0.13444,0.1967,3.843484278989984
3984.5,0.030273,155.32,8.2871,0.10059,0.16113,0.069378,0.13413,0.77177,0.068588,2.2139,0.13849,0.204,3.862019691680386
3910.0,0.02103,161.36,10.025,0.098652,0.15936,0.06778,0.13685,0.43194,0.068274,2.5461,0.14182,0.21319,3.863934712972205
