Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1930.7,0.1779,115.43,4.9239,0.057146,0.22615,0.069031,0.13403,0.10854,0.055434,0.6503211109004113
1890.6,0.18175,114.99,4.9443,0.057077,0.23021,0.068946,0.13388,0.10807,0.055459,0.6536427488469935
1930.7,0.17767,115.5,4.9435,0.057128,0.23204,0.069013,0.13395,0.10844,0.055455,0.6560269573944396
1930.9,0.17775,115.25,4.9438,0.057122,0.23407,0.069008,0.13396,0.10842,0.055454,0.6580425874299962
1890.9,0.18066,115.61,4.962,0.05707,0.23712,0.068946,0.13378,0.10801,0.055482,0.6604081243065789
1928.6,0.17871,116.54,5.0152,0.057097,0.24168,0.068937,0.13366,0.10814,0.055526,0.6650404698834971
1929.2,0.17646,116.23,4.958,0.057124,0.24321,0.069018,0.13384,0.10838,0.055476,0.667056826497972
1930.8,0.17983,116.73,4.9237,0.057195,0.25356,0.069029,0.13399,0.10866,0.055429,0.6778642251930522
1987.1,0.17325,118.15,5.0186,0.057166,0.25455,0.069057,0.13368,0.10875,0.055531,0.6787366639705055
1971.1,0.17145,118.23,5.0071,0.057138,0.26849,0.069081,0.13363,0.10864,0.055533,0.692513420876927
