Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.12083,0.26988,0.13081,0.10926,0.3225,0.024196,0.026897,0.099586,0.11615,1.220117102761194
549.36,413.37,41.398,264.44,124.23,116.55,62.483,11.902,0.12086,0.26984,0.1309,0.10925,0.32313,0.024206,0.027068,0.099524,0.11586,1.2206432539230385
523.27,413.4,40.883,274.72,123.58,105.86,62.384,12.084,0.1209,0.26972,0.13018,0.10355,0.33333,0.023862,0.026912,0.098773,0.11482,1.222042640493318
556.01,413.29,41.016,265.59,127.01,109.25,61.996,11.914,0.12083,0.26983,0.13085,0.10909,0.32559,0.024182,0.026751,0.09968,0.11658,1.2233899526260366
556.96,404.49,41.607,263.12,125.75,118.23,62.96,11.979,0.1209,0.26979,0.13082,0.10978,0.32783,0.024168,0.027143,0.099762,0.1161,1.2262943808278435
559.32,404.42,41.589,265.44,127.05,117.99,62.17,11.985,0.1209,0.26983,0.13085,0.11014,0.32953,0.024159,0.027003,0.099741,0.11624,1.2283968151607219
409.71,301.15,41.383,265.5,126.05,117.68,62.481,11.98,0.12184,0.26951,0.12842,0.091406,0.36112,0.022396,0.027303,0.096847,0.11331,1.232155346199587
557.36,416.1,39.994,264.96,121.01,118.58,62.705,12.027,0.12091,0.26985,0.13101,0.10957,0.33388,0.024314,0.027252,0.099757,0.1157,1.232243973953608
421.4,306.27,41.401,244.61,150.97,120.9,61.45,11.959,0.12108,0.26983,0.12817,0.093739,0.35643,0.022755,0.026427,0.097315,0.11652,1.2322492725015861
585.75,413.4,41.4,260.39,126.17,116.22,63.141,11.809,0.12084,0.26967,0.13124,0.11062,0.33093,0.024418,0.026958,0.10052,0.11761,1.2328125966863301
