Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
371.13,0.80273,93.75,4.4084,0.43466,0.064167,0.035952,0.13727,0.1073,0.25134,0.13362,0.14256,0.11595,1.4228216854039215
1099.0,0.33919,248.73,2.3401,0.34889,0.10456,0.083515,0.15918,0.15538,0.22868,0.13181,0.1646,0.10992,1.486534407863254
1128.6,0.33091,250.41,2.2648,0.34587,0.10569,0.085998,0.1601,0.15715,0.22812,0.13361,0.16586,0.11047,1.4928594220170985
1106.0,0.32451,251.87,2.2763,0.34969,0.10507,0.085259,0.15984,0.15664,0.2283,0.1352,0.16547,0.11042,1.4958769715513514
1128.6,0.32622,251.19,2.2648,0.35024,0.10548,0.085757,0.16001,0.15697,0.22819,0.13445,0.16575,0.11049,1.4973357850354463
1130.7,0.35404,250.49,2.2886,0.41209,0.10623,0.086201,0.16016,0.15729,0.22801,0.12915,0.16585,0.11018,1.5551590235495671
1124.8,0.32931,250.08,2.3277,0.42078,0.10445,0.083415,0.15913,0.15528,0.22872,0.13302,0.16461,0.11004,1.5594400242428272
1124.5,0.28032,244.37,2.1788,0.51324,0.10456,0.086133,0.16021,0.15739,0.22832,0.14649,0.16631,0.11155,1.674210841990929
1128.9,0.32317,241.75,2.3657,0.55087,0.10347,0.081351,0.15837,0.15383,0.22929,0.13407,0.16384,0.10994,1.685029966234442
1172.6,0.33072,262.48,2.1982,0.59015,0.10703,0.088802,0.1611,0.15906,0.22742,0.13303,0.1671,0.11085,1.744546197144809
