Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
1996.2,12.921,30.485,18.484,0.15817,0.16133,0.10735,0.072353,0.58903,0.032059,0.08032,0.23236,0.068268,1.5012365829513596
1996.2,12.933,30.366,18.406,0.15819,0.16134,0.10735,0.072327,0.58903,0.032087,0.080306,0.23234,0.068323,1.5012899065825511
1996.2,12.846,30.821,18.192,0.15829,0.16124,0.10741,0.072069,0.59037,0.03197,0.080348,0.23202,0.068216,1.501931248366371
1995.5,12.892,30.434,18.498,0.15814,0.1613,0.10736,0.072383,0.5904,0.032044,0.080331,0.23238,0.068199,1.502542043391132
1996.2,12.932,30.157,18.494,0.15813,0.16135,0.10734,0.072447,0.59092,0.032121,0.080301,0.23247,0.0683,1.5033715156995595
1980.3,12.894,30.609,18.415,0.15816,0.1612,0.1074,0.072294,0.59218,0.031885,0.080394,0.23224,0.068017,1.5037661395737199
1996.2,12.959,30.125,18.415,0.15817,0.16136,0.10733,0.072395,0.59161,0.032141,0.080286,0.23243,0.06838,1.5041023997343794
1997.1,12.879,32.2,18.194,0.15852,0.16125,0.10743,0.071716,0.59316,0.031794,0.080383,0.23165,0.0683,1.5041992381189657
1996.2,12.984,30.17,18.459,0.15817,0.16138,0.10732,0.07241,0.59289,0.032147,0.080282,0.23246,0.06841,1.5054664627800733
1980.4,12.896,31.664,18.416,0.15832,0.16118,0.10743,0.072022,0.59456,0.03173,0.080435,0.23194,0.06801,1.5056147078075628
