iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,486.3992857023052,4.583015424463705,146.50618894845397,3.0362217588059495,0.60538040603475,0,0.60538040603475
2,1580.4490622680603,1.499047931455351,385.3703554403609,5.815618152857485,2.619204955702586,0,2.619204955702586
3,2389.773000328087,9.850130733987045,267.4909922196088,8.896469301197513,6.970411045485772,0,6.970411045485772
4,2642.434098072271,3.53287001025035,468.58685225135014,18.082894558495227,6.66810889298034,0,6.66810889298034
5,651.8376644548014,6.614303522594803,212.777093433379,4.9769877920206955,1.5416553700911595,0,1.5416553700911595
6,3085.659404484947,5.793478888510473,102.98583065060075,12.45924443593807,7.578280926443677,0,7.578280926443677
7,3675.248429252403,0.4122316047339448,21.949656549836696,17.22821936523839,1.3315496392130997,0,1.3315496392130997
8,1381.4131185760382,8.543160924658027,342.60596184568,14.21113276755559,4.327665944701983,0,4.327665944701983
9,244.23,1.2426,500.0,1.3228,0.3653112381550787,0,0.3653112381550787
10,189.52,4.3079,291.14,4.1162,0.4594375056773425,0,0.4594375056773425
11,125.21,2.9102e-05,471.0,1.7393,0.37347766626364737,0,0.37347766626364737
12,644.47,4.6759,116.02,1.2729,0.3013251769173578,0,0.3013251769173578
13,373.25,2.0748,172.16,1.0,0.3843811880688866,0,0.3843811880688866
14,511.01,4.75,244.7,1.2301,0.3221417922610923,0,0.3221417922610923
15,357.46,5.1228,139.07,1.6047,0.14326058043077586,0,0.14326058043077586
16,641.04,0.11875,151.51,1.5036,0.6121225711082782,0,0.6121225711082782
17,483.32,9.6235,12.24,1.0083,0.3229214336862042,0,0.3229214336862042
18,326.67,3.3755,112.31,2.9533,0.09988618688546061,0,0.09988618688546061
19,318.7,2.3558,97.931,4.2213,0.10191714427264845,0,0.10191714427264845
20,323.61,1.7834,125.88,5.2742,0.07076539366325302,0,0.07076539366325302
21,332.98,2.246,123.28,6.3441,0.08719446050314253,0,0.08719446050314253
