Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
589.13,0.43707,114.1,18.99,0.055079,0.2933,0.12773,0.068196,0.085572,0.062001,0.6918794081965614
583.18,0.44673,113.85,18.784,0.054971,0.2942,0.12727,0.068012,0.085658,0.062068,0.6921827661085618
594.98,0.4414,116.24,19.853,0.055511,0.30425,0.12959,0.068311,0.085691,0.061605,0.7049585693908825
594.98,0.4414,116.24,19.947,0.055558,0.30489,0.12979,0.068349,0.085693,0.061578,0.7058553359586326
578.32,0.44173,119.42,19.972,0.055491,0.30735,0.12932,0.06745,0.086328,0.061616,0.7075524545953793
583.91,0.44861,116.45,19.946,0.055533,0.30753,0.12969,0.068065,0.085907,0.061589,0.7083137034678564
577.06,0.45907,116.08,19.956,0.055532,0.31041,0.12974,0.067979,0.08599,0.06157,0.7112308465967624
598.63,0.4455,115.4,19.997,0.055606,0.31033,0.13005,0.068597,0.085542,0.061537,0.7116687235923794
585.89,0.44311,116.84,19.999,0.055555,0.31356,0.12975,0.068064,0.085913,0.061589,0.714431259508682
548.19,0.48041,118.3,19.547,0.055233,0.31798,0.12838,0.066786,0.086773,0.061761,0.7169085950875519
