Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
756.87,0.49683,143.31,8.0919,0.15914,0.1201,0.12775,0.058297,0.13731,0.11765,0.3722,0.069278,0.42125,1.5829813100041954
635.77,0.61188,140.91,8.9499,0.15916,0.11924,0.12511,0.057036,0.13981,0.12065,0.40564,0.070097,0.43031,1.6270617511952845
633.2,0.61134,141.2,8.927,0.15925,0.11913,0.12517,0.057082,0.13977,0.12123,0.40931,0.070028,0.42803,1.6290106493954184
630.21,0.61986,141.25,8.9262,0.15923,0.11912,0.12522,0.0571,0.13976,0.12126,0.41966,0.06999,0.42091,1.6322567165842503
621.9,0.63289,140.96,8.9463,0.15923,0.11908,0.12523,0.057093,0.13982,0.12139,0.43382,0.069978,0.40881,1.634441863288274
634.96,0.60811,140.86,9.0038,0.15917,0.11924,0.12496,0.056952,0.13997,0.12061,0.39923,0.07017,0.44454,1.6348298547006164
627.27,0.628,141.25,8.9077,0.15924,0.11909,0.12531,0.057145,0.1397,0.12136,0.43657,0.069935,0.40999,1.6383484989724486
626.95,0.62831,141.37,8.9061,0.15925,0.11907,0.12532,0.05715,0.1397,0.12146,0.43779,0.069919,0.40878,1.6384399535679186
626.49,0.62732,140.59,8.9603,0.15916,0.11919,0.12517,0.057051,0.13985,0.12082,0.42694,0.070064,0.42067,1.6389198464862713
626.95,0.62854,141.38,8.9039,0.15925,0.11907,0.12533,0.057154,0.13969,0.12147,0.43872,0.069915,0.40851,1.639115738478565
