Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g262),Error (curve),Error (g126),Error (g80),Error (g51),Error (g223),Error (g72),Error (g56),Reduced Error
1997.1,0.0041123,85.541,19.916,0.12576,0.12621,1.4563,0.13452,0.27095,0.17511,0.22565,0.13147,0.14548,2.791398398455311
1997.1,0.0040631,83.832,19.37,0.12498,0.12677,1.4469,0.13555,0.27138,0.17481,0.22833,0.13996,0.1454,2.7941054898319018
1997.0,0.0040014,84.071,19.379,0.12503,0.12674,1.4479,0.13552,0.27139,0.1748,0.22841,0.13967,0.1454,2.7949010689764515
1996.7,0.0040081,83.559,19.365,0.12497,0.12682,1.4497,0.13556,0.27141,0.1748,0.22863,0.14049,0.14534,2.7976812785163734
1995.1,0.0039554,85.781,19.441,0.12528,0.12649,1.4565,0.13534,0.27133,0.17479,0.22771,0.13703,0.14558,2.8000487771079734
1997.1,0.0039627,85.389,19.598,0.12542,0.12644,1.4589,0.13506,0.27122,0.1749,0.22721,0.13546,0.1455,2.8001568057899386
1995.2,0.0040957,85.006,19.822,0.12561,0.12634,1.4631,0.1347,0.27103,0.17507,0.22614,0.13301,0.14544,2.8003879242577314
1991.8,0.0040983,85.2,19.375,0.12511,0.1266,1.4566,0.1355,0.27136,0.17479,0.22769,0.13822,0.14557,2.8014830996531406
1997.0,0.0040845,82.657,19.37,0.12487,0.12693,1.4529,0.13559,0.2714,0.17484,0.2287,0.14143,0.14525,2.801926508120511
1997.1,0.0040662,88.255,19.779,0.12586,0.12596,1.4679,0.13469,0.27102,0.17493,0.22547,0.13053,0.14582,2.802221370909447
