Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.015146748099977517
1763.8,0.25809,176.7,1.9979,0.015147,0.01514674809997763
1763.8,0.25809,176.7,1.9979,0.015147,0.01514674809997763
1763.8,0.25809,176.7,1.9979,0.015147,0.01514674809997763
