Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
627.0,0.47487,117.7,6.8758,0.12679,0.093626,0.030333,0.25963,0.44211,0.11452,0.51978,0.029083,0.13292,1.7487881476263756
631.2,0.47201,118.21,6.835,0.12693,0.093713,0.030614,0.25952,0.47411,0.11448,0.48846,0.029115,0.133,1.749942141397277
631.31,0.4736,118.17,6.8442,0.12689,0.093688,0.030562,0.25954,0.47503,0.11449,0.48997,0.029102,0.13298,1.7522388708117442
633.42,0.46872,122.18,6.6563,0.12757,0.094241,0.031938,0.25894,0.66014,0.11432,0.31199,0.029377,0.13329,1.7618148103221554
632.05,0.47097,118.61,6.7881,0.12709,0.09384,0.030982,0.25939,0.51998,0.11444,0.46195,0.029158,0.13307,1.7699160578669215
622.4,0.47512,118.4,6.8713,0.12681,0.093681,0.030332,0.2596,0.45042,0.11452,0.53418,0.029133,0.13292,1.771611361442322
626.66,0.4753,119.48,6.6741,0.1275,0.094206,0.031972,0.25901,0.58347,0.11435,0.39883,0.029281,0.13318,1.7718017670928912
627.11,0.48154,117.33,6.6712,0.12748,0.094177,0.032163,0.25902,0.57529,0.11436,0.40868,0.029188,0.13312,1.7734838803049364
639.08,0.47603,113.74,6.9843,0.12637,0.093226,0.029724,0.25998,0.43655,0.11462,0.55354,0.028803,0.13277,1.7755734148789801
641.67,0.48416,116.31,6.8353,0.12681,0.093638,0.030892,0.25951,0.55821,0.11446,0.43034,0.028951,0.13291,1.775720847010159
