Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
900.19,2.7161,187.43,1.8713,0.0,0.0
934.96,2.7045,189.99,1.8574,0.0,0.0
912.5,2.7736,187.84,1.8746,0.0,0.0
914.47,2.712,185.81,1.8651,0.0,0.0
908.73,2.7252,186.73,1.8671,0.0,0.0
916.95,2.7634,186.23,1.8767,0.0,0.0
904.54,2.729,186.93,1.8909,0.0,0.0
918.09,2.6936,186.86,1.8776,0.0,0.0
904.25,2.7422,189.03,1.8827,0.0,0.0
990.24,2.6869,184.64,1.1984,0.0,0.0
