Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1470.5,0.17934,125.11,4.1936,0.10612,0.066015,0.10987,0.31846,0.14202,0.036672,0.24808,0.11301,0.14299,1.2832459828640916
1470.8,0.17928,125.35,4.2162,0.10651,0.065558,0.10961,0.3198,0.14187,0.036526,0.24822,0.11303,0.1428,1.2839201443520016
1451.3,0.18022,125.29,4.7603,0.1096,0.055675,0.10357,0.34333,0.13861,0.033045,0.25162,0.11382,0.13838,1.2876393323854163
1473.1,0.17971,125.27,4.2406,0.1069,0.06513,0.10929,0.32492,0.14167,0.036329,0.24838,0.11305,0.14258,1.2882649648943247
1451.3,0.17979,125.19,4.7513,0.10962,0.055806,0.10365,0.3448,0.13866,0.033085,0.25156,0.11381,0.13845,1.2894501957036568
1450.8,0.18028,125.55,4.7586,0.10956,0.055676,0.10359,0.34538,0.13861,0.033071,0.2516,0.11382,0.13839,1.289695949263941
1430.2,0.17977,124.39,5.3044,0.10109,0.046581,0.098838,0.37469,0.13561,0.03078,0.25469,0.11457,0.13442,1.2912696583401118
1435.8,0.17555,126.29,5.3356,0.093947,0.045904,0.098792,0.38277,0.1354,0.030856,0.25479,0.11457,0.13426,1.291297706339594
1430.5,0.17961,124.44,5.3024,0.1014,0.046603,0.098853,0.37439,0.13563,0.030791,0.25468,0.11457,0.13444,1.2913501769477327
1434.6,0.18033,125.85,4.8369,0.10947,0.05418,0.10283,0.35038,0.13821,0.032708,0.25209,0.11395,0.13781,1.2916264898336558
