param_type,param_name,in_u_bound,in_l_bound,out_l_bound,out_u_bound,base
input,cp_tau_s,3.5992387910329255,1.3526647996511003,0,1,10
input,cp_b,1.0,-0.5432241619927891,0,1,10
input,cp_tau_0,2.6791461498237,1.5882941214629582,0,1,10
input,cp_n,1.2909023328937448,0.0,0,1,10
input,average_strain,-0.543026986364182,-2.134102814831622,0,1,10
output,average_stress,3.871532072583568,2.194375567482212,0,1,10
