Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1746.0,0.13188,124.89,16.099,0.070669,0.0846,0.12966,0.2036,0.063262,0.055757,0.6075502533017733
1745.6,0.13162,124.9,16.158,0.070676,0.084598,0.12966,0.20389,0.063254,0.055761,0.6078441210820212
1745.7,0.13172,124.61,16.127,0.070701,0.084581,0.12967,0.20393,0.063261,0.055755,0.6079040082219593
1745.3,0.13141,124.94,16.159,0.070664,0.084607,0.12965,0.20436,0.063257,0.055761,0.6083036858910429
1745.2,0.1313,125.02,16.162,0.070653,0.084615,0.12965,0.20467,0.063258,0.055761,0.6086075005494316
1748.7,0.1321,124.14,16.085,0.070747,0.084553,0.12971,0.20461,0.063262,0.05575,0.6086409656656651
1764.6,0.13113,125.22,16.286,0.070631,0.08466,0.12974,0.20488,0.063199,0.055795,0.6089119516954116
1728.3,0.13216,124.98,16.17,0.070713,0.084549,0.12959,0.20543,0.063243,0.055748,0.6092717397111376
1734.0,0.13286,124.22,16.102,0.070793,0.084496,0.12967,0.20539,0.063266,0.05574,0.6093576361863443
1750.7,0.13207,124.89,16.444,0.070761,0.084555,0.12974,0.20584,0.063155,0.055795,0.6098516709089661
