Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120145
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120166
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120186
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120193
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120193
1741.1,0.2578,175.23,2.0967,0.015798,0.01579795667312021
1741.1,0.2578,175.23,2.0967,0.015798,0.01579795667312021
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120214
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120214
1741.1,0.2578,175.23,2.0967,0.015798,0.015797956673120214
