Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1709.1,0.23269,162.88,2.8402,0.012366,0.01236631345670453
1709.1,0.23269,162.88,2.8402,0.012366,0.01236631345670453
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
1709.1,0.23269,162.88,2.8402,0.012366,0.012366313456704595
