Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1160.1,0.31257,148.67,5.5452,0.011162,0.01116217290532992
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329934
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329936
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329941
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329943
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329951
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329962
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329965
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329976
1160.1,0.31257,148.67,5.5452,0.011162,0.011162172905329983
