Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1096.1,4.6318,1.3659,19.902,0.17914,0.12279,0.22148,1.2004,0.25215,0.29043,0.11843,0.13344,0.12645,2.6447412304779054
1092.4,4.5852,1.3649,19.486,0.17879,0.12303,0.21624,1.1989,0.25242,0.30645,0.11854,0.13326,0.12632,2.653950052343169
1085.0,4.554,1.4052,18.962,0.1783,0.12349,0.211,1.1878,0.25297,0.33127,0.11875,0.13285,0.12619,2.6626278221770296
1095.9,4.7705,1.3894,18.99,0.17808,0.1234,0.21117,1.196,0.25265,0.32573,0.11869,0.13321,0.12578,2.66465840729598
1081.7,4.527,1.4206,18.92,0.17829,0.12357,0.21035,1.1948,0.2531,0.33117,0.11879,0.13272,0.12626,2.6690680529276203
1103.5,4.5203,1.317,18.857,0.17828,0.12316,0.21063,1.1939,0.25255,0.3344,0.11867,0.13316,0.12602,2.6707774186789406
1082.1,4.5216,1.4198,19.689,0.17903,0.12312,0.21849,1.2159,0.25267,0.30351,0.11857,0.13298,0.12666,2.670939510680876
1079.5,4.5455,1.4317,19.96,0.17926,0.12303,0.22195,1.2259,0.25256,0.29241,0.1185,0.13306,0.12677,2.6734184240347623
1070.7,4.4744,1.4375,18.913,0.17834,0.12368,0.21018,1.2049,0.25327,0.32868,0.1188,0.13261,0.12638,2.676811529903779
1073.9,5.2244,1.4498,19.415,0.17796,0.12359,0.21396,1.2435,0.25238,0.2891,0.11853,0.1338,0.12531,2.6780939660014584
