Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
1929.9,0.043503,55.947,5.2038,0.10139,0.056032,0.10534,0.28448,0.050425,0.079348,0.6770246296386041
1935.8,0.044056,57.611,5.0585,0.10259,0.055888,0.10594,0.29716,0.050369,0.078685,0.6906335996976187
1937.2,0.043844,55.477,5.2081,0.10129,0.05598,0.10507,0.29865,0.050441,0.079385,0.6908119144285586
1929.2,0.044197,53.543,5.2195,0.1009,0.055787,0.104,0.30362,0.050492,0.079791,0.69459127026783
1930.9,0.043591,57.67,5.2373,0.10171,0.056254,0.10611,0.30342,0.05042,0.079007,0.6969237995256002
1929.0,0.043502,54.034,5.3088,0.10045,0.056039,0.10446,0.30692,0.050497,0.079983,0.6983449036967321
1929.2,0.044211,53.079,5.2248,0.10076,0.05576,0.10377,0.3104,0.050507,0.079917,0.7011162463586476
1927.5,0.043217,54.524,5.1293,0.10129,0.055796,0.10474,0.31059,0.050417,0.079635,0.7024586669771569
1939.3,0.042508,55.133,5.3256,0.10028,0.056301,0.10536,0.32029,0.050463,0.079974,0.7126600777708717
1939.2,0.042975,57.838,5.2674,0.10134,0.056424,0.10644,0.32027,0.050419,0.07914,0.7140422069194173
