iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,561.4814400446614,778.71286389252,273.3131752084473,1.3611236645203497,0.7855974976094102,0.11886410901065263,0.8234331186199287
2,346.83677342188275,437.91702395054403,3.1920946706763957,11.032702092837607,0.4478106709421043,0.09363231938308351,0.47761476386805796
3,923.5176935883654,685.5241604095293,88.87866534646567,17.866914222506082,1.1410928986925357,0.24492621577356458,1.2190553345588455
4,16.46461355861993,553.994564412283,435.8207792626204,13.611271386870799,2.043554960206886,0.1006528964795908,2.0755937722293734
5,873.392962589271,997.250007737382,171.57419810561126,8.813345374195976,1.5699414338914675,0.09277568573884323,1.5994728518596217
6,239.99515663263705,360.5419232125422,373.7472933686281,15.77676416530577,2.1682196122474218,0.17867797595229434,2.2250945784363467
7,651.9041390450881,233.2609624175138,242.94077166203763,7.394335534205603,1.622132623635748,0.09152620583754972,1.6512663197987327
8,405.09719886670126,74.92858424010132,474.7715830881047,3.99820874983784,2.6307216503190767,0.09576198437617944,2.6612036366665923
9,8.4454,23.449,24.755,3.2539,0.8779000073392847,0.09905413924950834,0.9094299191298291
10,48.707,362.9,39.062,19.459,0.5406823431670805,0.10284243835161866,0.5734181080136478
11,157.55,378.59,53.641,8.2668,0.360783011866923,0.09429915990319246,0.3907993667229353
12,236.62,221.56,74.719,9.7971,0.11351684411487106,0.092391508205553,0.1429259745761294
13,306.28,223.13,72.166,10.678,0.02815555319184969,0.09233611317011549,0.057547050865682764
14,313.11,235.98,73.09,10.156,0.021865153225749966,0.09210163563121973,0.05118201438086448
15,308.61,229.68,74.236,10.162,0.01815324008274727,0.09208754053690713,0.047465614629995385
16,303.04,195.29,73.032,9.7162,0.031858988379499895,0.0921058674308224,0.061177196558264285
17,293.57,226.13,74.814,9.7209,0.02917897975803745,0.09208653987973395,0.05849103578621466
18,305.95,233.66,74.738,10.13,0.01772284182636133,0.09207006105520604,0.04702965248177862
19,299.47,230.86,76.793,9.7407,0.014155507449784475,0.09205292804050416,0.04345686449724203
20,300.75,231.74,77.731,9.9088,0.015464684225452838,0.09203341198156514,0.044759829118410754
21,301.22,226.33,74.399,9.6875,0.024334139529012064,0.09207459363606357,0.05364239294972624
22,321.27,200.13,73.175,10.309,0.02028417149016736,0.0921805655773284,0.049626156827444215
23,308.43,304.45,73.351,10.664,0.02024407704303078,0.09236248629380822,0.049643969542864805
24,310.38,233.37,75.435,10.776,0.01955947424823085,0.09230006780339696,0.0489394983254863
25,292.25,209.61,76.137,10.326,0.020451542312902218,0.09217795942865084,0.049792698087290144
