Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1859.5,0.1433,124.39,4.0567,0.32853,0.069835,0.038715,0.14224,0.11174,0.24701,0.10771,0.14508,0.11286,1.3037199859847197
1848.5,0.14445,124.97,4.0245,0.32679,0.070487,0.038992,0.14254,0.1122,0.24676,0.10778,0.14544,0.11282,1.3037983981627959
1848.5,0.14476,124.61,4.0199,0.32656,0.070582,0.03901,0.14257,0.11225,0.24673,0.10784,0.14548,0.11282,1.3038392214839802
1848.2,0.14463,124.17,4.0292,0.32724,0.07039,0.038916,0.14249,0.11211,0.24681,0.10785,0.14538,0.11283,1.3040052245727327
1852.1,0.14415,124.34,4.0524,0.32861,0.069924,0.038735,0.14229,0.11179,0.24698,0.10779,0.14513,0.11286,1.3040991680813911
1861.0,0.14467,123.5,3.995,0.32707,0.071093,0.039175,0.14277,0.11256,0.24656,0.10806,0.14569,0.11279,1.3057657416828796
1848.4,0.14507,124.41,4.0046,0.32775,0.070888,0.039128,0.1427,0.11245,0.24663,0.10791,0.14563,0.1128,1.3058799885361325
1854.6,0.14482,124.44,3.9843,0.32672,0.071301,0.039311,0.14288,0.11273,0.24648,0.10795,0.14583,0.11277,1.3059624259010065
1840.4,0.14509,124.48,4.0181,0.329,0.070598,0.039018,0.14259,0.11227,0.24672,0.10781,0.14551,0.11282,1.306337947901186
1853.7,0.14517,124.56,4.0214,0.32911,0.070577,0.038984,0.14255,0.11222,0.24675,0.10797,0.14544,0.11282,1.306412339349982
