iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.3025169268943585,0.08874619668144751,0.33076571865927434
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.04601075396807789,0.08417046228925026,0.07280304423940619
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.17283946795760255,0.07808834504795666,0.1976957601820982
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.16415804658238756,0.07390643111079444,0.1876831942575147
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.19101203271905753,0.0723253144606332,0.21403389533322856
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.02148478434820734,0.07305388435388149,0.04473855796217517
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.0416538462871055,0.0729470482411658,0.06487361291019447
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.03205137243539614,0.07322321670833744,0.05535904621183807
9,494.02,0.50636,99.313,12.387,4.517e-06,0.017774203458734265,0.07327831413020515,0.04109941528925992
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.01916068818081079,0.07312204231141733,0.04243615714648437
11,455.66,0.58146,102.25,13.326,8.357e-06,0.023556328935602795,0.07318427293785455,0.04685160652489475
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.0176104343119109,0.07321542954277642,0.04091562935656941
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.020678159163445838,0.07317925420890958,0.043971839241698535
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.064261480406302,0.07322618024383856,0.08757009750539199
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.017043268034449048,0.07322383166060548,0.04035113755627742
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.016864710972989274,0.0731325397619735,0.0401435213809546
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.016092494473781103,0.07313928898772505,0.03937345322702724
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.016158677955449806,0.07316359812958144,0.039447374548873475
19,302.32,0.50201,75.631,12.165,7.615e-08,0.048584533675457856,0.07302083505022647,0.0718277873693408
20,449.93,0.5193,98.884,15.039,2.9988e-06,0.023090878191489046,0.07320720139196263,0.046393454134398514
21,454.84,0.51094,99.596,13.087,2.7388e-06,0.016449690197372094,0.07317696240853598,0.03974264077290871
22,465.06,0.50021,100.15,13.338,2.7635e-06,0.016450607956342667,0.07319872819761061,0.039750486797722334
23,535.09,0.50025,107.32,15.897,1.6036e-05,0.027184000348638798,0.07330013734019501,0.0505161587226525
24,447.61,0.55455,95.569,10.085,4.8432e-06,0.019354760350103715,0.07311007245114991,0.04262641919091793
25,468.31,0.50973,101.2,15.953,2.7644e-06,0.015397059268373302,0.07320849246277253,0.03870004617188533
26,472.95,0.50022,100.1,14.985,2.6672e-06,0.014930144031194572,0.0732350320109327,0.03824157873526083
27,460.73,0.51702,98.837,15.315,2.3645e-06,0.015404028098769364,0.0732138984006637,0.038708735765756244
28,443.43,0.52069,103.03,15.98,2.5105e-06,0.015523699722152453,0.07310097302899506,0.03879246212693622
