Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
3863.8,0.29103,124.95,1.4639,0.12828,0.12368,0.25218,0.1707,0.1911,0.20092,1.5675,0.18986,0.10876,2.933001355074992
3417.2,1.9233,62.996,1.0095,0.13233,0.13267,0.25431,0.18566,0.20106,0.1994,1.6919,0.20609,0.10288,3.106328252971112
3419.7,1.9194,63.286,1.0282,0.13212,0.13231,0.25421,0.18506,0.20073,0.19948,1.7,0.2053,0.10346,3.1126270607442863
3435.8,2.2619,60.299,1.0006,0.13237,0.13283,0.25434,0.18599,0.20111,0.19958,1.7062,0.20653,0.1021,3.121077677595383
3418.4,1.8492,61.316,1.0284,0.13209,0.13228,0.25428,0.18511,0.20072,0.1995,1.7983,0.20537,0.10307,3.21067412242024
3395.1,1.9246,60.051,1.0231,0.13212,0.13237,0.25435,0.18533,0.20079,0.19954,1.8543,0.20561,0.10267,3.267123780450258
3337.8,1.847,61.574,1.0435,0.13191,0.13199,0.25424,0.18465,0.20046,0.1995,1.8609,0.20471,0.1034,3.2717156483880876
3302.9,1.9277,60.556,1.0396,0.13192,0.13207,0.25429,0.18483,0.2005,0.19955,1.9005,0.20488,0.10315,3.311681287873211
3676.9,0.30358,134.87,1.4182,0.12887,0.12468,0.25198,0.17194,0.1923,0.19935,1.9563,0.19114,0.11089,3.3274273269743633
3216.4,1.8873,62.924,1.0901,0.13141,0.13121,0.25402,0.18326,0.19966,0.19962,1.9795,0.20279,0.10456,3.3860557562494185
