Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
688.63,0.37831,121.84,19.064,0.070043,0.062287,0.08486,0.21356,0.12975,0.055767,0.6162672134395214
686.67,0.37822,122.15,19.064,0.069993,0.062292,0.084891,0.21438,0.12971,0.055763,0.6170230589123198
689.24,0.37964,121.83,19.064,0.070068,0.062275,0.084842,0.21449,0.12978,0.055771,0.6172224987761341
687.83,0.37978,121.48,19.063,0.070077,0.062282,0.084841,0.2146,0.12978,0.055767,0.6173532814814308
688.22,0.37843,121.64,19.063,0.070055,0.062289,0.084855,0.21486,0.12976,0.055766,0.6175824667021701
687.02,0.38007,121.47,19.025,0.070066,0.062289,0.084852,0.21513,0.12977,0.055766,0.6178707916069253
687.9,0.37976,121.5,19.325,0.070107,0.062243,0.084803,0.21652,0.12983,0.055772,0.6192737313034082
695.49,0.37262,123.07,19.07,0.06997,0.062291,0.084895,0.21677,0.12968,0.055774,0.619378110070726
691.94,0.3783,122.11,19.065,0.070066,0.062273,0.08484,0.21716,0.12977,0.055774,0.6198830933238378
691.01,0.37964,121.93,19.066,0.070083,0.062268,0.08483,0.21808,0.12979,0.055775,0.6208271115981624
