Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
406.02,2.8275,73.406,12.814,0.15392,0.11876,0.11907,0.056105,0.14553,0.12133,2.0214,0.081774,0.2484,3.0662900232267845
436.62,2.9509,69.608,12.814,0.15303,0.11993,0.11966,0.05582,0.14444,0.11361,1.9436,0.08112,0.33595,3.0671622957276905
450.83,3.0802,67.372,12.829,0.15254,0.12054,0.12008,0.05571,0.14384,0.1095,1.9171,0.080679,0.3694,3.0694167241516395
447.23,3.0194,67.703,12.813,0.15265,0.12044,0.11999,0.055714,0.14397,0.11024,1.9243,0.08084,0.36265,3.070761619413663
397.55,2.7711,72.606,13.418,0.15382,0.11895,0.11959,0.055724,0.14657,0.12123,2.0562,0.083483,0.21556,3.0710719384438105
446.5,3.0366,67.577,12.725,0.15266,0.12045,0.11993,0.055753,0.1438,0.11004,1.9171,0.080632,0.37076,3.0711002017219977
449.14,3.0355,67.403,12.676,0.15262,0.12052,0.11994,0.055759,0.14365,0.10959,1.9159,0.080459,0.38047,3.078948129578386
434.19,3.2034,68.889,12.496,0.15298,0.12002,0.11959,0.056056,0.14358,0.11228,1.8998,0.079913,0.3953,3.0794866854108984
439.54,3.0261,67.513,12.605,0.15277,0.12039,0.1198,0.055808,0.1437,0.11029,1.9279,0.080544,0.37001,3.0812031745123707
443.85,3.1886,67.649,12.453,0.15272,0.1204,0.11977,0.055965,0.14321,0.10992,1.8945,0.0797,0.40855,3.084739568713795
