Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
88.37,195.7,6.9274,770.22,3.4951,508.57,30.042,11.809,0.057492,0.74166,0.13954,0.13257,0.22059,0.088825,0.046067,0.11165,0.12604,1.6644360849194397
0.056083,403.83,849.96,989.66,226.04,361.13,74.29,11.086,0.043496,0.68017,0.34008,0.13252,0.22416,0.049309,0.035458,0.10204,0.1474,1.7546396578702566
0.057103,407.57,602.38,995.7,198.68,364.67,66.23,11.518,0.041074,0.64333,0.40426,0.13371,0.22182,0.053959,0.039686,0.10167,0.1483,1.7878151004327183
1.99,274.62,989.69,992.22,203.75,531.56,54.103,7.4063,0.036067,0.96306,0.10473,0.13916,0.22313,0.050944,0.043909,0.10084,0.14833,1.8101644156571017
5.3733,268.24,988.21,983.49,187.38,531.91,49.291,6.0716,0.036291,0.98713,0.10391,0.13917,0.22358,0.048902,0.043209,0.099289,0.1471,1.8285718055647628
70.43,411.81,0.99849,963.03,0.082013,96.746,32.882,11.093,0.038813,0.64876,0.4318,0.12234,0.22129,0.095243,0.035934,0.10648,0.13312,1.8337807891382119
79.755,269.72,13.254,770.66,206.65,181.44,43.347,7.6636,0.043675,0.92529,0.16901,0.1319,0.22159,0.076487,0.039564,0.099377,0.13758,1.8444719480191316
101.12,262.32,8.2773,997.1,207.97,159.13,34.475,12.992,0.03769,0.68884,0.41432,0.12555,0.22028,0.085871,0.040396,0.10503,0.13117,1.8491440015735796
0.056141,405.47,989.56,989.92,190.06,359.15,75.119,11.121,0.044211,0.70445,0.4235,0.13308,0.22536,0.049095,0.03561,0.10136,0.14838,1.865046256533596
0.010822,649.12,986.6,982.54,202.88,516.16,64.463,11.884,0.044736,1.0444,0.14111,0.13325,0.2203,0.05312,0.040538,0.098899,0.14888,1.9252273370989195
