iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,0.01498,0.0014994,8.5528,12.206,0.9783948215179202,0.10170535120199431,1.0107686402833096
2,5.9772,0.91041,437.23,2.544,0.7320749531509726,0.09399649370075344,0.7619949663625348
3,10.386,0.041729,287.26,4.7935,0.3546530211443422,0.07570912506049277,0.37875198412542205
4,213.42,0.095771,103.28,18.683,0.64252871996495,0.09607989982725292,0.6731119019435129
5,1633.8,0.12065,163.04,14.976,0.10379763874407069,0.07258910684922822,0.12690346908343153
6,1997.6,0.025268,114.39,9.2898,0.456081658455348,0.07227005341051616,0.47908593093094587
7,1912.5,0.080681,76.425,4.1887,0.40745164747967966,0.07728683693300968,0.4320528117473312
8,980.52,0.14012,100.91,11.191,0.31340249116439056,0.07302860771803962,0.33664821897528047
9,1833.3,0.067708,153.16,3.2288,0.21804218944721138,0.08371301938767094,0.24468887112060236
10,1962.6,0.25761,114.21,13.808,0.48875725679919363,0.07377091975315113,0.5122392698694928
11,1784.4,0.12744,115.82,15.907,0.04747274907830023,0.07354186537670829,0.07088185187610391
12,1801.6,0.13171,125.96,15.913,0.015068952782652105,0.07342280732758882,0.0384401582263913
13,1789.1,0.13297,123.87,15.775,0.012812521812040666,0.07345198142294981,0.03619301365875373
14,1781.7,0.13181,122.78,15.703,0.01494517088881289,0.07345678961040113,0.03832719322912633
15,1754.8,0.12967,125.48,16.137,0.015363185621635187,0.07338372655564471,0.038721951269304875
16,1798.9,0.13908,120.32,16.905,0.019860081721137873,0.07354737842557006,0.04327093937689726
17,1737.3,0.1337,123.7,16.562,0.014382412762564807,0.07342252676620828,0.03775352890084289
18,1867.0,0.12806,121.24,15.354,0.01613676498096759,0.07351607345289973,0.039537657954439295
19,1737.1,0.12712,125.73,16.009,0.022788355257866818,0.07335111852409101,0.04613674144672397
20,1746.0,0.13188,124.89,16.099,0.014038029183797356,0.07339905033998026,0.0374016725435148
21,1793.2,0.13042,124.29,16.381,0.013123627259397225,0.07343565953034674,0.0364989236863335
22,1965.2,0.12763,124.17,16.588,0.025678514389398433,0.0735438483484588,0.049088248386714314
23,1772.8,0.13513,123.7,15.424,0.013289852406001047,0.07345251969765651,0.03667051559087473
24,1629.0,0.14712,120.47,17.158,0.01552190070849091,0.07341599211327436,0.038890936802137344
25,1932.9,0.13229,123.86,13.217,0.04014490943406999,0.07348305079178687,0.06353529096804138
26,1727.9,0.13542,123.59,17.142,0.013969430697171667,0.07342527870092884,0.037341422803477436
27,1800.8,0.13081,125.98,15.651,0.013626137277935773,0.07341563250845254,0.036995058905812304
28,1753.1,0.13403,122.67,15.378,0.015118097486161714,0.07344850406150068,0.038497482454347684
29,1646.4,0.14974,125.2,15.703,0.026394737950287687,0.07340731245534375,0.04976101122300612
30,1687.7,0.13724,125.38,15.713,0.012583959939905924,0.07337598663287904,0.035940261893641
31,1678.1,0.136,127.23,15.391,0.013115985989963464,0.07333325796847427,0.03645868698739507
32,1770.9,0.13142,123.18,16.89,0.015304151846788709,0.0734438332412369,0.03868205004670813
33,1668.7,0.13969,124.02,15.474,0.0131889876444992,0.07339397368395899,0.03655101505441631
