Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1383.3,0.22754,147.78,6.0149,0.17256,0.13197,0.46247,0.31016,0.2604,0.1019,0.11716,0.11961,0.13003,1.8062545262300913
1635.3,0.20763,150.72,6.2107,0.17322,0.12948,0.54498,0.28533,0.2595,0.10174,0.11707,0.11933,0.1301,1.8607301884492145
1617.3,0.20998,149.88,6.2107,0.17327,0.12952,0.5347,0.29813,0.25952,0.10177,0.11707,0.11925,0.13017,1.8634134928612556
1680.7,0.20602,149.64,6.526,0.17402,0.12867,0.46102,0.38505,0.25991,0.10195,0.11708,0.11809,0.13096,1.8767277092898387
1635.2,0.20669,150.36,6.119,0.17303,0.12961,0.57716,0.27822,0.25932,0.10166,0.11705,0.11971,0.12988,1.885627055710599
1673.1,0.20471,149.62,6.113,0.17311,0.12933,0.60437,0.253,0.25909,0.1016,0.11704,0.11979,0.12988,1.8872088695004954
1677.4,0.20824,149.53,6.2963,0.17357,0.12897,0.54704,0.31042,0.2593,0.10179,0.11705,0.11904,0.13037,1.8875589939416115
1680.0,0.2082,148.12,6.2395,0.17354,0.12896,0.57171,0.28708,0.25911,0.10173,0.11703,0.11925,0.13029,1.8887125418394701
1679.7,0.20472,149.55,6.1135,0.17313,0.12927,0.60951,0.25034,0.25905,0.1016,0.11704,0.1198,0.12988,1.8896227283196838
1623.9,0.20836,149.93,6.1204,0.17306,0.12963,0.56947,0.28999,0.25932,0.10168,0.11706,0.11967,0.12992,1.8898080247389182
