Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g262),Error (g207),Error (g101),Error (curve),Error (g240),Error (g95),Error (g14),Error (g287),Reduced Error
761.84,543.27,474.86,104.56,8.1979,314.05,77.646,18.919,0.11056,0.13348,0.038873,0.046224,0.56295,0.21468,0.16457,0.051837,0.094906,1.4180884250679564
771.48,543.27,475.49,104.31,7.6573,314.05,77.635,18.918,0.1095,0.13363,0.039854,0.046923,0.56894,0.21422,0.16422,0.05153,0.094786,1.4235952115624286
760.94,543.48,480.91,105.59,8.3741,312.63,77.204,19.019,0.11123,0.1334,0.038497,0.046124,0.56957,0.21492,0.16478,0.051852,0.094971,1.4253438977674935
773.11,604.07,478.92,116.9,8.3578,325.37,77.007,19.581,0.10859,0.13257,0.039353,0.046967,0.58256,0.21457,0.16266,0.051691,0.095565,1.434536978508169
771.66,545.07,476.76,104.28,7.3744,324.14,78.321,18.924,0.10818,0.1335,0.040759,0.047267,0.58298,0.21385,0.16343,0.051356,0.094929,1.4362605971541917
768.26,543.24,476.24,123.59,7.9555,314.15,77.631,18.927,0.11395,0.13478,0.038084,0.045114,0.57784,0.21453,0.16681,0.052012,0.093768,1.436884973094102
758.81,542.49,498.77,104.81,7.6441,339.42,78.575,18.918,0.10854,0.13299,0.040475,0.047047,0.58499,0.21426,0.16303,0.051294,0.095407,1.438033971568848
770.82,604.7,467.51,114.83,7.4964,312.94,76.581,19.616,0.10856,0.13307,0.039981,0.047328,0.58615,0.2141,0.16273,0.051617,0.095181,1.4387124271340441
775.74,608.07,479.63,180.42,7.6453,341.89,72.249,19.597,0.10777,0.13626,0.038806,0.045409,0.59375,0.21344,0.16839,0.051399,0.09219,1.44740808552518
771.84,548.97,478.26,104.31,7.446,324.61,77.49,18.919,0.10767,0.13342,0.04083,0.047521,0.59465,0.21387,0.16337,0.051249,0.094954,1.4475389559602154
