Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.023563,4.5226e-07,820.62,485.05,177.48,783.45,83.8,3.1308,0.22956,0.13607,0.043554,0.11797,0.11397,0.094219,0.057792,0.22699,0.079697,1.0998123626219032
0.02283,4.5225e-07,821.8,485.06,177.77,782.02,83.825,3.1153,0.22982,0.13606,0.043479,0.11792,0.11402,0.094209,0.058086,0.22703,0.079945,1.1005648232777279
0.022387,4.4569e-07,812.14,498.34,180.01,772.89,83.079,3.1392,0.23076,0.13608,0.04338,0.11791,0.11402,0.094434,0.05784,0.22687,0.079728,1.1010299793564606
0.022723,4.459e-07,818.68,471.62,178.6,783.56,83.318,3.1258,0.23444,0.13612,0.043766,0.11809,0.11375,0.093953,0.057416,0.22701,0.079341,1.1038946784011274
0.022492,4.4728e-07,816.85,496.33,179.96,800.53,83.751,3.1395,0.23371,0.13594,0.043432,0.11786,0.11432,0.094325,0.058022,0.22692,0.080061,1.104589375505397
0.022671,4.5137e-07,818.62,471.28,179.52,792.29,83.804,3.1161,0.23509,0.13607,0.043717,0.11804,0.11388,0.093941,0.057674,0.22702,0.079619,1.1050437746721438
0.022638,4.5112e-07,818.28,471.51,181.21,800.15,83.838,3.1122,0.23529,0.13601,0.043685,0.11799,0.11401,0.093911,0.057825,0.22702,0.079815,1.1055658300027476
0.022501,4.4643e-07,806.66,497.13,180.01,779.97,82.558,3.1368,0.23612,0.13606,0.043428,0.11794,0.11403,0.09439,0.057782,0.22687,0.079724,1.106350813135131
0.022817,4.5251e-07,821.8,485.15,177.81,797.73,83.801,3.1148,0.2361,0.13598,0.043498,0.11789,0.11419,0.094161,0.058151,0.22704,0.08013,1.1071459545996303
0.022725,4.457e-07,818.54,469.11,177.87,783.44,83.32,3.127,0.23805,0.13614,0.043824,0.11813,0.11368,0.093919,0.057287,0.22702,0.079222,1.1072676126204575
