Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
558.36,3.2384,115.24,19.892,0.22491,0.13637,0.11091,0.088668,3.3013,0.087854,0.099255,0.23122,0.055047,4.335563025495471
552.39,3.2284,114.95,19.923,0.22537,0.13644,0.11085,0.089076,3.3001,0.087976,0.099372,0.23135,0.055339,4.335879342334621
553.86,3.261,114.2,19.923,0.22512,0.13616,0.11105,0.088829,3.302,0.087836,0.099233,0.23118,0.055097,4.336486726001527
545.61,3.2095,115.54,19.925,0.22594,0.13661,0.11073,0.089495,3.2996,0.088131,0.099518,0.23153,0.055679,4.337241419942832
545.77,3.227,114.63,19.923,0.2259,0.13647,0.11082,0.089479,3.3014,0.088079,0.099476,0.23147,0.055622,4.338692758515553
546.86,3.2167,114.09,19.909,0.22583,0.13647,0.1108,0.08951,3.3016,0.088153,0.099496,0.23149,0.055626,4.338966920067999
544.61,3.188,115.83,19.925,0.22605,0.13673,0.11063,0.089626,3.3015,0.088246,0.099589,0.23162,0.055794,4.339817793340812
547.43,3.2045,114.85,19.924,0.22579,0.13658,0.11073,0.089471,3.3028,0.088159,0.099512,0.23151,0.055638,4.340148269064293
547.87,3.2611,114.56,19.923,0.22569,0.13628,0.111,0.089187,3.3046,0.087902,0.099339,0.23132,0.055387,4.3407287468417
542.82,3.2086,115.0,19.926,0.22615,0.1366,0.11072,0.0897,3.3034,0.088194,0.099567,0.23159,0.05581,4.34175184367182
